YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,5,31,7,DL,393,N368NB,ORD,ATL,1244,1254,10,15,1309,121,117,88,606,1537,14,1545,1551,6,0,0,,,,,,
2015,5,31,7,F9,1276,N921FR,ATL,ORD,1250,1241,-9,13,1254,115,123,97,606,1331,13,1345,1344,-1,0,0,,,,,,
2015,5,31,7,DL,1612,N977DL,ATL,ORD,1340,1339,-1,22,1401,130,130,101,606,1442,7,1450,1449,-1,0,0,,,,,,
2015,5,31,7,OO,4982,N128SY,ATL,ORD,1356,1414,18,29,1443,136,134,96,606,1519,9,1512,1528,16,0,0,,0,0,7,9,0
2015,5,31,7,OO,5554,N786SK,ORD,ATL,1356,1934,338,27,2001,125,122,91,606,2232,4,1701,2236,335,0,0,,0,0,7,328,0
2015,5,31,7,DL,1279,N954AT,ORD,ATL,1400,1355,-5,64,1459,127,169,95,606,1734,10,1707,1744,37,0,0,,37,0,0,0,0
2015,5,31,7,F9,1275,N921FR,ORD,ATL,1435,1427,-8,27,1454,110,136,99,606,1733,10,1725,1743,18,0,0,,18,0,0,0,0
2015,5,31,7,DL,392,N908DA,ATL,ORD,1455,1454,-1,42,1536,134,153,99,606,1615,12,1609,1627,18,0,0,,18,0,0,0,0
2015,5,31,7,DL,1612,N977DL,ORD,ATL,1530,1549,19,19,1608,123,123,95,606,1843,9,1833,1852,19,0,0,,0,0,19,0,0
2015,5,31,7,DL,1977,N998DL,ATL,ORD,1610,1646,36,38,1724,130,142,94,606,1758,10,1720,1808,48,0,0,,12,0,16,20,0
2015,5,31,7,DL,501,N908DA,ORD,ATL,1650,1747,57,20,1807,126,137,110,606,2057,7,1956,2104,68,0,0,,11,0,39,18,0
2015,5,31,7,UA,1602,N33209,ATL,ORD,1714,1750,36,16,1806,136,123,94,606,1840,13,1830,1853,23,0,0,,0,0,8,15,0
2015,5,31,7,DL,1777,N993AT,ATL,ORD,1723,1750,27,9,1759,137,141,91,606,1830,41,1840,1911,31,0,0,,4,0,17,10,0
2015,5,31,7,OO,5566,N107SY,ORD,ATL,1735,1820,45,44,1904,128,148,97,606,2141,7,2043,2148,65,0,0,,20,0,45,0,0
2015,5,31,7,DL,1977,N998DL,ORD,ATL,1800,1903,63,81,2024,125,177,88,606,2252,8,2105,2300,115,0,0,,52,0,15,48,0
2015,5,31,7,AA,2207,N3FGAA,ORD,ATL,1815,1833,18,30,1903,122,146,103,606,2146,13,2117,2159,42,0,0,,33,0,0,9,0
2015,5,31,7,DL,1777,N993AT,ORD,ATL,1915,2000,45,15,2015,121,112,91,606,2246,6,2216,2252,36,0,0,,0,0,11,25,0
2015,5,31,7,DL,2112,N954DL,ATL,ORD,1915,1937,22,21,1958,134,120,86,606,2024,13,2029,2037,8,0,0,,,,,,
2015,5,31,7,DL,2241,N927DN,ATL,ORD,2035,2033,-2,24,2057,133,121,88,606,2125,9,2148,2134,-14,0,0,,,,,,
2015,5,31,7,OO,5597,N114SY,ORD,ATL,2051,2102,11,23,2125,128,125,95,606,2400,7,2359,7,8,0,0,,,,,,
2015,5,31,7,OO,5582,N107SY,ATL,ORD,2118,2216,58,16,2232,138,111,87,606,2259,8,2236,2307,31,0,0,,0,0,0,31,0
2015,5,31,7,DL,1812,N3734B,ATL,ORD,2149,2156,7,12,2208,123,110,90,606,2238,8,2252,2246,-6,0,0,,,,,,
2015,6,1,1,DL,977,N3734B,ORD,ATL,535,534,-1,11,545,115,103,87,606,812,5,830,817,-13,0,0,,,,,,
2015,6,1,1,UA,421,N838UA,ORD,ATL,602,600,-2,31,631,118,131,91,606,902,9,900,911,11,0,0,,,,,,
2015,6,1,1,DL,1149,N935DL,ORD,ATL,630,625,-5,13,638,118,113,93,606,911,7,928,918,-10,0,0,,,,,,
2015,6,1,1,OO,6411,N114SY,ATL,ORD,643,645,2,12,657,132,115,92,606,729,11,755,740,-15,0,0,,,,,,
2015,6,1,1,DL,2012,N994AT,ATL,ORD,725,723,-2,11,734,122,116,97,606,811,8,827,819,-8,0,0,,,,,,
2015,6,1,1,DL,2412,N927DN,ORD,ATL,745,748,3,27,815,118,124,89,606,1044,8,1043,1052,9,0,0,,,,,,
2015,6,1,1,AA,2270,N3FGAA,ATL,ORD,815,815,0,19,834,132,124,94,606,908,11,927,919,-8,0,0,,,,,,
2015,6,1,1,DL,2628,N975AT,ORD,ATL,845,907,22,17,924,117,113,89,606,1153,7,1142,1200,18,0,0,,0,0,1,17,0
2015,6,1,1,DL,2183,N893AT,ATL,ORD,845,851,6,11,902,129,111,92,606,934,8,954,942,-12,0,0,,,,,,
2015,6,1,1,DL,1693,N930AT,ATL,ORD,955,1004,9,18,1022,125,121,91,606,1053,12,1100,1105,5,0,0,,,,,,
2015,6,1,1,UA,241,N838UA,ATL,ORD,958,1014,16,14,1028,132,119,95,606,1103,10,1110,1113,3,0,0,,,,,,
2015,6,1,1,DL,1780,N933AT,ORD,ATL,1000,1004,4,10,1014,122,109,93,606,1247,6,1302,1253,-9,0,0,,,,,,
2015,6,1,1,UA,684,N812UA,ORD,ATL,1020,1020,0,16,1036,118,117,95,606,1311,6,1318,1317,-1,0,0,,,,,,
2015,6,1,1,NK,762,N508NK,ATL,ORD,1048,1059,11,15,1114,120,119,90,606,1144,14,1148,1158,10,0,0,,,,,,
2015,6,1,1,DL,525,N961AT,ATL,ORD,1055,1110,15,19,1129,127,121,90,606,1159,12,1202,1211,9,0,0,,,,,,
2015,6,1,1,DL,329,N925AT,ORD,ATL,1115,716,1201,14,730,119,102,80,606,950,8,1414,958,1184,0,0,,0,0,1184,0,0
2015,6,1,1,DL,1279,N945DL,ATL,ORD,1215,1215,0,13,1228,128,122,96,606,1304,13,1323,1317,-6,0,0,,,,,,
2015,6,1,1,NK,219,N508NK,ORD,ATL,1228,1325,57,15,1340,113,118,94,606,1614,9,1521,1623,62,0,0,,62,0,0,0,0
2015,6,1,1,DL,393,N961AT,ORD,ATL,1245,1252,7,16,1308,123,126,92,606,1540,18,1548,1558,10,0,0,,,,,,
2015,6,1,1,F9,1276,N924FR,ATL,ORD,1250,1346,56,18,1404,115,125,92,606,1436,15,1345,1451,66,0,0,,10,0,1,55,0
2015,6,1,1,DL,1612,N919DL,ATL,ORD,1340,1340,0,20,1400,130,129,99,606,1439,10,1450,1449,-1,0,0,,,,,,
2015,6,1,1,UA,1743,N77296,ORD,ATL,1356,1410,14,22,1432,128,136,90,606,1702,24,1704,1726,22,0,0,,8,0,14,0,0
2015,6,1,1,UA,597,N812UA,ATL,ORD,1358,1406,8,19,1425,132,117,92,606,1457,6,1510,1503,-7,0,0,,,,,,
2015,6,1,1,DL,1279,N945DL,ORD,ATL,1405,1405,0,30,1435,127,135,92,606,1707,13,1712,1720,8,0,0,,,,,,
2015,6,1,1,F9,1275,N924FR,ORD,ATL,1435,1537,62,20,1557,110,135,106,606,1843,9,1725,1852,87,0,0,,25,0,6,56,0
2015,6,1,1,DL,392,N938DN,ATL,ORD,1455,1452,-3,20,1512,134,116,87,606,1539,9,1609,1548,-21,0,0,,,,,,
2015,6,1,1,DL,1612,N919DL,ORD,ATL,1530,1531,1,32,1603,123,139,101,606,1844,6,1833,1850,17,0,0,,17,0,0,0,0
2015,6,1,1,DL,1977,N988AT,ATL,ORD,1610,1629,19,23,1652,130,115,84,606,1716,8,1720,1724,4,0,0,,,,,,
2015,6,1,1,DL,501,N938DN,ORD,ATL,1650,1652,2,21,1713,126,116,89,606,1942,6,1956,1948,-8,0,0,,,,,,
2015,6,1,1,UA,1602,N87507,ATL,ORD,1704,1741,37,15,1756,136,119,87,606,1823,17,1820,1840,20,0,0,,0,0,0,0,20
2015,6,1,1,DL,1777,N891AT,ATL,ORD,1723,1818,55,15,1833,137,112,90,606,1903,7,1840,1910,30,0,0,,0,0,10,20,0
2015,6,1,1,OO,5566,N105SY,ORD,ATL,1735,1803,28,22,1825,128,121,93,606,2058,6,2043,2104,21,0,0,,0,0,0,21,0
2015,6,1,1,DL,1977,N988AT,ORD,ATL,1800,1759,-1,14,1813,125,110,88,606,2041,8,2105,2049,-16,0,0,,,,,,
2015,6,1,1,AA,2207,N3BTAA,ORD,ATL,1815,1830,15,22,1852,122,113,85,606,2117,6,2117,2123,6,0,0,,,,,,
2015,6,1,1,DL,1777,N891AT,ORD,ATL,1915,1950,35,13,2003,121,109,90,606,2233,6,2216,2239,23,0,0,,0,0,3,20,0
2015,6,1,1,DL,2112,N911DL,ATL,ORD,1915,1945,30,16,2001,134,116,90,606,2031,10,2029,2041,12,0,0,,,,,,
2015,6,1,1,DL,2241,N939DN,ATL,ORD,2035,2033,-2,18,2051,133,121,84,606,2115,19,2148,2134,-14,0,0,,,,,,
2015,6,1,1,OO,5597,N135SY,ORD,ATL,2051,2125,34,20,2145,128,113,86,606,11,7,2359,18,19,0,0,,0,0,19,0,0
2015,6,1,1,OO,5582,N105SY,ATL,ORD,2118,2130,12,28,2158,138,125,91,606,2229,6,2236,2235,-1,0,0,,,,,,
2015,6,1,1,DL,1812,N832DN,ATL,ORD,2149,2203,14,30,2233,123,119,82,606,2255,7,2252,2302,10,0,0,,,,,,
2015,6,2,2,DL,977,N832DN,ORD,ATL,535,531,-4,16,547,115,107,83,606,810,8,830,818,-12,0,0,,,,,,
2015,6,2,2,UA,421,N495UA,ORD,ATL,602,600,-2,33,633,118,122,84,606,857,5,900,902,2,0,0,,,,,,
2015,6,2,2,DL,1149,N918DE,ORD,ATL,630,622,-8,17,639,118,105,82,606,901,6,928,907,-21,0,0,,,,,,
2015,6,2,2,OO,6411,N135SY,ATL,ORD,643,641,-2,13,654,132,107,88,606,722,6,755,728,-27,0,0,,,,,,
2015,6,2,2,DL,2012,N891AT,ATL,ORD,725,724,-1,10,734,122,110,94,606,808,6,827,814,-13,0,0,,,,,,
2015,6,2,2,DL,2412,N918DH,ORD,ATL,745,750,5,16,806,118,99,78,606,1024,5,1043,1029,-14,0,0,,,,,,
2015,6,2,2,AA,2270,N3MLAA,ATL,ORD,815,810,-5,15,825,132,118,89,606,854,14,927,908,-19,0,0,,,,,,
2015,6,2,2,DL,2183,N935AT,ATL,ORD,845,842,-3,21,903,129,135,88,606,931,26,954,957,3,0,0,,,,,,
2015,6,2,2,DL,2628,N977AT,ORD,ATL,845,857,12,18,915,117,103,81,606,1136,4,1142,1140,-2,0,0,,,,,,
2015,6,2,2,DL,1693,N979AT,ATL,ORD,955,953,-2,18,1011,125,108,83,606,1034,7,1100,1041,-19,0,0,,,,,,
2015,6,2,2,UA,241,N495UA,ATL,ORD,958,1014,16,23,1037,132,121,92,606,1109,6,1110,1115,5,0,0,,,,,,
2015,6,2,2,DL,1780,N970AT,ORD,ATL,1000,1001,1,14,1015,122,100,81,606,1236,5,1302,1241,-21,0,0,,,,,,
2015,6,2,2,UA,684,,ORD,ATL,1020,,,,,118,,,606,,,1318,,,0,1,A,,,,,
2015,6,2,2,NK,762,N533NK,ATL,ORD,1048,1101,13,25,1126,120,132,81,606,1147,26,1148,1213,25,0,0,,12,0,13,0,0
2015,6,2,2,DL,525,N999DN,ATL,ORD,1055,1051,-4,17,1108,127,131,90,606,1138,24,1202,1202,0,0,0,,,,,,
2015,6,2,2,DL,329,N953AT,ORD,ATL,1115,1104,-11,15,1119,119,100,81,606,1340,4,1414,1344,-30,0,0,,,,,,
2015,6,2,2,DL,1279,N922DX,ATL,ORD,1215,1214,-1,19,1233,128,124,98,606,1311,7,1323,1318,-5,0,0,,,,,,
2015,6,2,2,NK,219,N533NK,ORD,ATL,1228,1255,27,15,1310,113,99,77,606,1527,7,1521,1534,13,0,0,,,,,,
2015,6,2,2,DL,393,N999DN,ORD,ATL,1245,1245,0,20,1305,122,101,78,606,1523,3,1547,1526,-21,0,0,,,,,,
2015,6,2,2,F9,1276,N932FR,ATL,ORD,1250,1418,88,20,1438,115,131,94,606,1512,17,1345,1529,104,0,0,,69,0,2,33,0
2015,6,2,2,DL,1612,N919DL,ATL,ORD,1340,1339,-1,14,1353,130,112,90,606,1423,8,1450,1431,-19,0,0,,,,,,
2015,6,2,2,UA,1743,N27722,ORD,ATL,1352,1425,33,13,1438,128,96,78,606,1656,5,1700,1701,1,0,0,,,,,,
2015,6,2,2,UA,597,,ATL,ORD,1358,,,,,132,,,606,,,1510,,,0,1,A,,,,,
2015,6,2,2,DL,1279,N902DA,ORD,ATL,1405,2359,594,9,8,126,97,80,606,228,8,1711,236,565,0,0,,0,0,565,0,0
2015,6,2,2,F9,1275,N932FR,ORD,ATL,1435,1601,86,13,1614,110,101,82,606,1836,6,1725,1842,77,0,0,,42,0,0,35,0
2015,6,2,2,DL,392,N903DA,ATL,ORD,1455,1457,2,12,1509,134,109,90,606,1539,7,1609,1546,-23,0,0,,,,,,
2015,6,2,2,DL,1612,N919DL,ORD,ATL,1530,1530,0,12,1542,123,98,81,606,1803,5,1833,1808,-25,0,0,,,,,,
2015,6,2,2,DL,1977,N993AT,ATL,ORD,1610,1610,0,18,1628,130,113,91,606,1659,4,1720,1703,-17,0,0,,,,,,
2015,6,2,2,DL,501,N903DA,ORD,ATL,1650,1708,18,16,1724,126,107,82,606,1946,9,1956,1955,-1,0,0,,,,,,
2015,6,2,2,UA,1602,N87531,ATL,ORD,1704,1719,15,19,1738,136,124,95,606,1813,10,1820,1823,3,0,0,,,,,,
2015,6,2,2,DL,1777,N986AT,ATL,ORD,1723,1718,-5,12,1730,137,110,94,606,1804,4,1840,1808,-32,0,0,,,,,,
2015,6,2,2,OO,5566,N122SY,ORD,ATL,1735,1737,2,15,1752,128,120,85,606,2017,20,2043,2037,-6,0,0,,,,,,
2015,6,2,2,DL,1977,N993AT,ORD,ATL,1800,1752,-8,16,1808,125,107,82,606,2030,9,2105,2039,-26,0,0,,,,,,
2015,6,2,2,AA,2207,N3GNAA,ORD,ATL,1815,1948,93,20,2008,122,139,78,606,2226,41,2117,2307,110,0,0,,17,0,44,49,0
2015,6,2,2,DL,1777,N986AT,ORD,ATL,1915,1905,-10,17,1922,121,117,84,606,2146,16,2216,2202,-14,0,0,,,,,,
2015,6,2,2,DL,2112,N912DL,ATL,ORD,1915,1918,3,27,1945,134,126,93,606,2018,6,2029,2024,-5,0,0,,,,,,
2015,6,2,2,DL,2241,N956DN,ATL,ORD,2035,2031,-4,18,2049,133,112,88,606,2117,6,2148,2123,-25,0,0,,,,,,
2015,6,2,2,OO,5597,N110SY,ORD,ATL,2051,2052,1,19,2111,128,107,81,606,2332,7,2359,2339,-20,0,0,,,,,,
2015,6,2,2,OO,5582,N122SY,ATL,ORD,2118,2115,-3,64,2219,138,166,94,606,2253,8,2236,2301,25,0,0,,25,0,0,0,0
2015,6,2,2,DL,1812,N805DN,ATL,ORD,2149,2206,17,27,2233,123,178,89,606,2302,62,2252,4,72,0,0,,55,0,0,0,17
2015,6,3,3,DL,977,N805DN,ORD,ATL,535,533,-2,14,547,115,100,78,606,805,8,830,813,-17,0,0,,,,,,
2015,6,3,3,UA,421,N454UA,ORD,ATL,608,600,-8,14,614,118,104,81,606,835,9,906,844,-22,0,0,,,,,,
2015,6,3,3,DL,1149,N942DL,ORD,ATL,630,626,-4,9,635,118,100,83,606,858,8,928,906,-22,0,0,,,,,,
2015,6,3,3,OO,6411,N110SY,ATL,ORD,643,637,-6,11,648,132,110,94,606,722,5,755,727,-28,0,0,,,,,,
2015,6,3,3,DL,2012,N926AT,ATL,ORD,725,734,9,15,749,122,116,92,606,821,9,827,830,3,0,0,,,,,,
2015,6,3,3,DL,2412,N922DX,ORD,ATL,745,739,-6,12,751,118,102,81,606,1012,9,1043,1021,-22,0,0,,,,,,
2015,6,3,3,AA,2270,N3GNAA,ATL,ORD,815,833,18,17,850,132,116,91,606,921,8,927,929,2,0,0,,,,,,
2015,6,3,3,DL,2183,N938AT,ATL,ORD,845,845,0,12,857,129,109,92,606,929,5,954,934,-20,0,0,,,,,,
2015,6,3,3,DL,2628,N939AT,ORD,ATL,845,841,-4,12,853,117,103,80,606,1113,11,1142,1124,-18,0,0,,,,,,
2015,6,3,3,DL,1693,N963AT,ATL,ORD,955,952,-3,18,1010,125,114,90,606,1040,6,1100,1046,-14,0,0,,,,,,
2015,6,3,3,UA,241,N454UA,ATL,ORD,958,945,-13,28,1013,132,125,93,606,1046,4,1110,1050,-20,0,0,,,,,,
2015,6,3,3,DL,1780,N979AT,ORD,ATL,1000,957,-3,10,1007,122,98,79,606,1226,9,1302,1235,-27,0,0,,,,,,
2015,6,3,3,UA,684,N851UA,ORD,ATL,1020,1015,-5,18,1033,118,109,82,606,1255,9,1318,1304,-14,0,0,,,,,,
2015,6,3,3,NK,762,N532NK,ATL,ORD,1048,1053,5,14,1107,120,113,91,606,1138,8,1148,1146,-2,0,0,,,,,,
2015,6,3,3,DL,525,N975AT,ATL,ORD,1055,1054,-1,17,1111,127,111,89,606,1140,5,1202,1145,-17,0,0,,,,,,
2015,6,3,3,DL,329,N954AT,ORD,ATL,1115,1113,-2,18,1131,119,113,82,606,1353,13,1414,1406,-8,0,0,,,,,,
2015,6,3,3,OO,5546,N142SY,ORD,ATL,1126,1117,-9,15,1132,122,112,87,606,1359,10,1428,1409,-19,0,0,,,,,,
2015,6,3,3,DL,1279,N957AT,ATL,ORD,1215,1214,-1,14,1228,128,110,89,606,1257,7,1323,1304,-19,0,0,,,,,,
2015,6,3,3,NK,219,N532NK,ORD,ATL,1228,1224,-4,15,1239,113,102,81,606,1500,6,1521,1506,-15,0,0,,,,,,
2015,6,3,3,DL,393,N975AT,ORD,ATL,1245,1234,-11,21,1255,123,119,81,606,1516,17,1548,1533,-15,0,0,,,,,,
2015,6,3,3,F9,1276,N922FR,ATL,ORD,1250,1301,11,8,1309,115,132,92,606,1341,32,1345,1413,28,0,0,,28,0,0,0,0
2015,6,3,3,DL,1612,N987DL,ATL,ORD,1340,1357,17,28,1425,130,127,94,606,1459,5,1450,1504,14,0,0,,,,,,
2015,6,3,3,UA,1743,N14228,ORD,ATL,1352,1356,4,24,1420,128,133,101,606,1701,8,1700,1709,9,0,0,,,,,,
2015,6,3,3,UA,597,N851UA,ATL,ORD,1358,1352,-6,26,1418,132,133,98,606,1456,9,1510,1505,-5,0,0,,,,,,
2015,6,3,3,DL,1279,N957AT,ORD,ATL,1400,1356,-4,14,1410,127,125,103,606,1653,8,1707,1701,-6,0,0,,,,,,
2015,6,3,3,F9,1275,N922FR,ORD,ATL,1435,1453,18,11,1504,110,102,83,606,1727,8,1725,1735,10,0,0,,,,,,
2015,6,3,3,DL,392,N926DH,ATL,ORD,1455,1451,-4,18,1509,134,117,92,606,1541,7,1609,1548,-21,0,0,,,,,,
2015,6,3,3,OO,5191,N142SY,ATL,ORD,1503,1457,-6,16,1513,136,118,95,606,1548,7,1619,1555,-24,0,0,,,,,,
2015,6,3,3,DL,1612,N987DL,ORD,ATL,1530,1544,14,36,1620,123,126,79,606,1839,11,1833,1850,17,0,0,,3,0,0,14,0
2015,6,3,3,DL,1977,N926DL,ATL,ORD,1610,1623,13,14,1637,130,114,94,606,1711,6,1720,1717,-3,0,0,,,,,,
2015,6,3,3,DL,501,N926DH,ORD,ATL,1650,1724,34,20,1744,126,107,78,606,2002,9,1956,2011,15,0,0,,15,0,0,0,0
2015,6,3,3,UA,1602,N78524,ATL,ORD,1704,1749,45,8,1757,136,115,97,606,1834,10,1820,1844,24,0,0,,0,0,0,21,3
2015,6,3,3,DL,1777,N899AT,ATL,ORD,1723,1929,126,20,1949,137,117,93,606,2022,4,1840,2026,106,0,0,,0,0,12,94,0
2015,6,3,3,OO,5566,N143SY,ORD,ATL,1735,1811,36,18,1829,128,105,80,606,2049,7,2043,2056,13,0,0,,,,,,
2015,6,3,3,DL,1977,N926DL,ORD,ATL,1800,1831,31,21,1852,125,116,84,606,2116,11,2105,2127,22,0,0,,21,0,1,0,0
2015,6,3,3,AA,2207,N3EYAA,ORD,ATL,1815,1809,-6,10,1819,122,97,78,606,2037,9,2117,2046,-31,0,0,,,,,,
2015,6,3,3,DL,1777,N899AT,ORD,ATL,1915,2100,105,14,2114,121,99,79,606,2333,6,2216,2339,83,0,0,,0,0,0,83,0
2015,6,3,3,DL,2112,N965DN,ATL,ORD,1915,1944,29,28,2012,134,127,93,606,2045,6,2029,2051,22,0,0,,0,0,19,3,0
2015,6,3,3,DL,2241,N922DX,ATL,ORD,2035,2036,1,8,2044,133,115,94,606,2118,13,2148,2131,-17,0,0,,,,,,
2015,6,3,3,OO,5597,N116SY,ORD,ATL,2051,2057,6,15,2112,128,101,79,606,2331,7,2359,2338,-21,0,0,,,,,,
2015,6,3,3,OO,5582,N143SY,ATL,ORD,2118,2123,5,21,2144,138,122,94,606,2218,7,2236,2225,-11,0,0,,,,,,
2015,6,3,3,DL,1812,N384DA,ATL,ORD,2149,2149,0,15,2204,123,116,95,606,2239,6,2252,2245,-7,0,0,,,,,,
2015,6,4,4,DL,977,N951DN,ORD,ATL,600,635,35,14,649,113,100,80,606,909,6,853,915,22,0,0,,0,0,22,0,0
2015,6,4,4,UA,421,N846UA,ORD,ATL,609,606,-3,23,629,121,121,89,606,858,9,910,907,-3,0,0,,,,,,
2015,6,4,4,OO,5559,N116SY,ATL,ORD,650,649,-1,12,701,131,113,94,606,735,7,801,742,-19,0,0,,,,,,
2015,6,4,4,DL,1477,N922DX,ORD,ATL,700,723,23,20,743,118,111,80,606,1003,11,958,1014,16,0,0,,0,0,16,0,0
2015,6,4,4,DL,2012,N925DN,ATL,ORD,725,723,-2,18,741,115,116,91,606,812,7,820,819,-1,0,0,,,,,,
2015,6,4,4,AA,1574,N4YSAA,ATL,ORD,800,1112,192,17,1129,133,125,97,606,1206,11,913,1217,184,0,0,,0,0,184,0,0
2015,6,4,4,DL,2412,N965DN,ORD,ATL,800,808,8,11,819,123,98,80,606,1039,7,1103,1046,-17,0,0,,,,,,
2015,6,4,4,MQ,3309,N517MQ,ORD,ATL,811,811,0,10,821,120,99,81,606,1042,8,1111,1050,-21,0,0,,,,,,
2015,6,4,4,DL,2183,N921AT,ATL,ORD,855,853,-2,11,904,120,106,89,606,933,6,955,939,-16,0,0,,,,,,
2015,6,4,4,DL,2012,N925DN,ORD,ATL,900,908,8,22,930,115,116,85,606,1155,9,1155,1204,9,0,0,,,,,,
2015,6,4,4,DL,731,N974AT,ATL,ORD,955,950,-5,16,1006,127,113,92,606,1038,5,1102,1043,-19,0,0,,,,,,
2015,6,4,4,UA,1622,N15712,ATL,ORD,958,1008,10,16,1024,132,115,96,606,1100,3,1110,1103,-7,0,0,,,,,,
2015,6,4,4,OO,4997,N133SY,ORD,ATL,958,1022,24,12,1034,122,103,82,606,1256,9,1300,1305,5,0,0,,,,,,
2015,6,4,4,DL,306,N896AT,ORD,ATL,1000,955,-5,11,1006,119,99,80,606,1226,8,1259,1234,-25,0,0,,,,,,
2015,6,4,4,NK,762,N515NK,ATL,ORD,1048,1101,13,16,1117,120,116,94,606,1151,6,1148,1157,9,0,0,,,,,,
2015,6,4,4,DL,812,N943DN,ATL,ORD,1050,1049,-1,13,1102,120,113,93,606,1135,7,1150,1142,-8,0,0,,,,,,
2015,6,4,4,DL,1124,N933AT,ORD,ATL,1115,1123,8,11,1134,119,104,83,606,1357,10,1414,1407,-7,0,0,,,,,,
2015,6,4,4,MQ,3246,N517MQ,ATL,ORD,1141,1139,-2,20,1159,133,129,91,606,1230,18,1254,1248,-6,0,0,,,,,,
2015,6,4,4,DL,347,N375DA,ATL,ORD,1205,1204,-1,11,1215,124,109,91,606,1246,7,1309,1253,-16,0,0,,,,,,
2015,6,4,4,NK,219,N515NK,ORD,ATL,1228,1243,15,21,1304,113,109,78,606,1522,10,1521,1532,11,0,0,,,,,,
2015,6,4,4,DL,812,N943DN,ORD,ATL,1230,1230,0,32,1302,120,118,79,606,1521,7,1530,1528,-2,0,0,,,,,,
2015,6,4,4,F9,1276,N925FR,ATL,ORD,1250,1249,-1,19,1308,115,117,91,606,1339,7,1345,1346,1,0,0,,,,,,
2015,6,4,4,OO,5636,N140SY,ORD,ATL,1335,1352,17,31,1423,124,120,81,606,1644,8,1639,1652,13,0,0,,,,,,
2015,6,4,4,OO,5644,N133SY,ATL,ORD,1335,1340,5,22,1402,137,127,99,606,1441,6,1452,1447,-5,0,0,,,,,,
2015,6,4,4,DL,1612,N968DL,ATL,ORD,1345,1344,-1,26,1410,129,124,92,606,1442,6,1454,1448,-6,0,0,,,,,,
2015,6,4,4,DL,393,N375DA,ORD,ATL,1349,1348,-1,16,1404,130,103,82,606,1626,5,1659,1631,-28,0,0,,,,,,
2015,6,4,4,F9,1275,N925FR,ORD,ATL,1435,1431,-4,12,1443,110,140,79,606,1702,49,1725,1751,26,0,0,,26,0,0,0,0
2015,6,4,4,DL,392,N905DA,ATL,ORD,1459,1512,13,19,1531,135,119,89,606,1600,11,1614,1611,-3,0,0,,,,,,
2015,6,4,4,DL,1612,N968DL,ORD,ATL,1535,1535,0,14,1549,125,103,80,606,1809,9,1840,1818,-22,0,0,,,,,,
2015,6,4,4,DL,1977,N930DN,ATL,ORD,1605,1603,-2,8,1611,135,135,90,606,1641,37,1720,1718,-2,0,0,,,,,,
2015,6,4,4,DL,1947,N905DA,ORD,ATL,1655,1706,11,16,1722,128,109,82,606,1944,11,2003,1955,-8,0,0,,,,,,
2015,6,4,4,OO,6437,N140SY,ATL,ORD,1714,1729,15,8,1737,136,125,97,606,1814,20,1830,1834,4,0,0,,,,,,
2015,6,4,4,DL,1777,N967DL,ATL,ORD,1715,1715,0,10,1725,139,130,90,606,1755,30,1834,1825,-9,0,0,,,,,,
2015,6,4,4,OO,5566,N114SY,ORD,ATL,1735,1739,4,24,1803,130,116,83,606,2026,9,2045,2035,-10,0,0,,,,,,
2015,6,4,4,DL,1977,N930DN,ORD,ATL,1800,1807,7,25,1832,125,116,79,606,2051,12,2105,2103,-2,0,0,,,,,,
2015,6,4,4,AA,2319,N488AA,ORD,ATL,1830,1824,-6,16,1840,129,107,81,606,2101,10,2139,2111,-28,0,0,,,,,,
2015,6,4,4,DL,2112,N905DL,ATL,ORD,1905,1903,-2,9,1912,135,108,93,606,1945,6,2020,1951,-29,0,0,,,,,,
2015,6,4,4,DL,1777,N967DL,ORD,ATL,1915,1909,-6,17,1926,120,103,79,606,2145,7,2215,2152,-23,0,0,,,,,,
2015,6,4,4,DL,2241,N3743H,ATL,ORD,2048,2047,-1,21,2108,132,125,90,606,2138,14,2200,2152,-8,0,0,,,,,,
2015,6,4,4,OO,5597,N130SY,ORD,ATL,2055,2055,0,15,2110,131,114,83,606,2333,16,6,2349,-17,0,0,,,,,,
2015,6,4,4,OO,5191,N114SY,ATL,ORD,2120,2117,-3,15,2132,130,118,91,606,2203,12,2230,2215,-15,0,0,,,,,,
2015,6,4,4,DL,1812,N961DN,ATL,ORD,2205,41,156,12,53,123,102,86,606,119,4,2308,123,135,0,0,,0,0,112,23,0
2015,6,5,5,DL,977,N961DN,ORD,ATL,600,557,-3,19,616,113,109,80,606,836,10,853,846,-7,0,0,,,,,,
2015,6,5,5,UA,421,N804UA,ORD,ATL,609,604,-5,16,620,121,107,81,606,841,10,910,851,-19,0,0,,,,,,
