YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,DL,977,N988DL,ORD,ATL,600,602,2,19,621,127,104,80,606,841,5,907,846,-21,0,0,,,,,,
2015,1,1,4,F9,1070,N227FR,ORD,ATL,730,835,65,15,850,110,106,82,606,1112,9,1020,1121,61,0,0,,0,0,61,0,0
2015,1,1,4,OO,6378,N109SY,ORD,ATL,815,955,100,16,1011,121,109,85,606,1236,8,1116,1244,88,0,0,,0,0,63,25,0
2015,1,1,4,DL,2183,N904DL,ATL,ORD,821,836,15,24,900,131,126,94,606,934,8,932,942,10,0,0,,,,,,
2015,1,1,4,DL,1477,N530US,ORD,ATL,825,827,2,18,845,123,103,79,606,1104,6,1128,1110,-18,0,0,,,,,,
2015,1,1,4,NK,762,N504NK,ATL,ORD,926,926,0,15,941,119,117,97,606,1018,5,1025,1023,-2,0,0,,,,,,
2015,1,1,4,MQ,2813,N543MQ,ORD,ATL,1000,1008,8,13,1021,113,109,92,606,1253,4,1253,1257,4,0,0,,,,,,
2015,1,1,4,DL,2183,N904DL,ORD,ATL,1015,1035,20,14,1049,116,100,82,606,1311,4,1311,1315,4,0,0,,,,,,
2015,1,1,4,DL,812,N937AT,ATL,ORD,1055,1054,-1,17,1111,130,117,94,606,1145,6,1205,1151,-14,0,0,,,,,,
2015,1,1,4,F9,1069,N227FR,ATL,ORD,1105,1212,67,16,1228,120,124,98,606,1306,10,1205,1316,71,0,0,,4,0,6,61,0
2015,1,1,4,NK,219,N504NK,ORD,ATL,1105,1103,-2,10,1113,110,103,87,606,1340,6,1355,1346,-9,0,0,,,,,,
2015,1,1,4,DL,1693,N896AT,ORD,ATL,1130,1134,4,19,1153,119,109,83,606,1416,7,1429,1423,-6,0,0,,,,,,
2015,1,1,4,DL,393,N937AT,ORD,ATL,1240,1241,1,11,1252,120,101,85,606,1517,5,1540,1522,-18,0,0,,,,,,
2015,1,1,4,MQ,2813,N543MQ,ATL,ORD,1328,1332,4,19,1351,125,126,98,606,1429,9,1433,1438,5,0,0,,,,,,
2015,1,1,4,OO,5582,N701SK,ORD,ATL,1336,1335,-1,18,1353,114,112,88,606,1621,6,1630,1627,-3,0,0,,,,,,
2015,1,1,4,DL,1612,N909DA,ATL,ORD,1342,1339,-3,17,1356,128,121,95,606,1431,9,1450,1440,-10,0,0,,,,,,
2015,1,1,4,DL,392,N933AT,ATL,ORD,1455,1455,0,10,1505,129,109,93,606,1538,6,1604,1544,-20,0,0,,,,,,
2015,1,1,4,OO,5588,N109SY,ATL,ORD,1524,1520,-4,20,1540,128,122,97,606,1617,5,1632,1622,-10,0,0,,,,,,
2015,1,1,4,DL,1612,N909DA,ORD,ATL,1530,1530,0,13,1543,118,101,84,606,1807,4,1828,1811,-17,0,0,,,,,,
2015,1,1,4,DL,1812,N908DE,ATL,ORD,1620,1618,-2,17,1635,127,121,98,606,1713,6,1727,1719,-8,0,0,,,,,,
2015,1,1,4,OO,5566,N750SK,ORD,ATL,1651,1646,-5,20,1706,112,116,88,606,1934,8,1943,1942,-1,0,0,,,,,,
2015,1,1,4,OO,5607,N701SK,ATL,ORD,1750,1747,-3,20,1807,125,129,96,606,1843,13,1855,1856,1,0,0,,,,,,
2015,1,1,4,DL,1120,N530US,ATL,ORD,1910,1910,0,20,1930,129,123,95,606,2005,8,2019,2013,-6,0,0,,,,,,
2015,1,2,5,DL,977,N908DE,ORD,ATL,600,601,1,22,623,127,122,87,606,850,13,907,903,-4,0,0,,,,,,
2015,1,2,5,MQ,2886,N5PBMQ,ORD,ATL,610,606,-4,51,657,108,141,83,606,920,7,858,927,29,0,0,,29,0,0,0,0
2015,1,2,5,OO,5582,N121SY,ORD,ATL,615,642,27,19,701,118,123,92,606,933,12,913,945,32,0,0,,5,0,27,0,0
2015,1,2,5,DL,957,N933AT,ORD,ATL,700,658,-2,20,718,126,116,84,606,942,12,1006,954,-12,0,0,,,,,,
2015,1,2,5,F9,1070,N203FR,ORD,ATL,730,740,10,24,804,110,123,86,606,1030,13,1020,1043,23,0,0,,13,0,10,0,0
2015,1,2,5,DL,2183,N957DL,ATL,ORD,821,853,32,13,906,131,109,88,606,934,8,932,942,10,0,0,,,,,,
2015,1,2,5,DL,1477,N530US,ORD,ATL,825,826,1,24,850,123,119,85,606,1115,10,1128,1125,-3,0,0,,,,,,
2015,1,2,5,NK,762,N508NK,ATL,ORD,926,1025,59,15,1040,119,109,89,606,1109,5,1025,1114,49,0,0,,49,0,0,0,0
2015,1,2,5,MQ,2886,N5PBMQ,ATL,ORD,935,1005,30,14,1019,120,114,90,606,1049,10,1035,1059,24,0,0,,0,0,6,18,0
2015,1,2,5,DL,1693,N990AT,ATL,ORD,942,940,-2,22,1002,128,124,91,606,1033,11,1050,1044,-6,0,0,,,,,,
2015,1,2,5,OO,5607,N121SY,ATL,ORD,953,1022,29,22,1044,128,120,93,606,1117,5,1101,1122,21,0,0,,0,0,0,21,0
2015,1,2,5,MQ,2813,N511MQ,ORD,ATL,1000,1017,17,11,1028,113,102,84,606,1252,7,1253,1259,6,0,0,,,,,,
2015,1,2,5,DL,2183,N957DL,ORD,ATL,1015,1030,15,12,1042,116,104,85,606,1307,7,1311,1314,3,0,0,,,,,,
2015,1,2,5,DL,812,N920AT,ATL,ORD,1055,1052,-3,18,1110,130,115,91,606,1141,6,1205,1147,-18,0,0,,,,,,
2015,1,2,5,F9,1069,N203FR,ATL,ORD,1105,1140,35,27,1207,120,130,91,606,1238,12,1205,1250,45,0,0,,23,0,12,10,0
2015,1,2,5,NK,219,N508NK,ORD,ATL,1105,1206,61,12,1218,110,103,86,606,1444,5,1355,1449,54,0,0,,54,0,0,0,0
2015,1,2,5,DL,1693,N990AT,ORD,ATL,1130,1124,-6,19,1143,119,111,85,606,1408,7,1429,1415,-14,0,0,,,,,,
2015,1,2,5,OO,5254,N121SY,ORD,ATL,1141,1222,41,19,1241,124,112,86,606,1507,7,1445,1514,29,0,0,,0,0,8,21,0
2015,1,2,5,DL,393,N920AT,ORD,ATL,1240,1239,-1,13,1252,120,109,89,606,1521,7,1540,1528,-12,0,0,,,,,,
2015,1,2,5,MQ,2813,N511MQ,ATL,ORD,1328,1328,0,10,1338,125,,,606,,,1433,,,1,0,,,,,,
2015,1,2,5,OO,5204,N715SK,ORD,ATL,1336,1332,-4,13,1345,114,111,91,606,1616,7,1630,1623,-7,0,0,,,,,,
2015,1,2,5,DL,1612,N911DA,ATL,ORD,1342,1340,-2,22,1402,128,116,89,606,1431,5,1450,1436,-14,0,0,,,,,,
2015,1,2,5,DL,392,N904DL,ATL,ORD,1455,1454,-1,22,1516,129,119,92,606,1548,5,1604,1553,-11,0,0,,,,,,
2015,1,2,5,OO,5644,N121SY,ATL,ORD,1524,1558,34,15,1613,128,111,92,606,1645,4,1632,1649,17,0,0,,0,0,0,17,0
2015,1,2,5,DL,1612,N911DA,ORD,ATL,1530,1533,3,16,1549,118,109,84,606,1813,9,1828,1822,-6,0,0,,,,,,
2015,1,2,5,DL,1977,N957AT,ATL,ORD,1615,1623,8,13,1636,127,112,91,606,1707,8,1722,1715,-7,0,0,,,,,,
2015,1,2,5,DL,1877,N904DL,ORD,ATL,1645,1647,2,12,1659,124,108,86,606,1925,10,1949,1935,-14,0,0,,,,,,
2015,1,2,5,OO,5566,N763SK,ORD,ATL,1651,1729,38,22,1751,112,132,88,606,2019,22,1943,2041,58,0,0,,20,0,10,28,0
2015,1,2,5,DL,2514,N892AT,ATL,ORD,1727,1730,3,27,1757,125,128,90,606,1827,11,1832,1838,6,0,0,,,,,,
2015,1,2,5,OO,4983,N715SK,ATL,ORD,1750,1747,-3,14,1801,125,114,93,606,1834,7,1855,1841,-14,0,0,,,,,,
2015,1,2,5,DL,1977,N957AT,ORD,ATL,1800,1754,-6,22,1816,122,132,90,606,2046,20,2102,2106,4,0,0,,,,,,
2015,1,2,5,DL,1120,N975DL,ATL,ORD,1910,1946,36,13,1959,130,113,89,606,2028,11,2020,2039,19,0,0,,0,0,8,3,8
2015,1,2,5,DL,2514,N892AT,ORD,ATL,1915,1921,6,18,1939,120,122,87,606,2206,17,2215,2223,8,0,0,,,,,,
2015,1,2,5,DL,2112,N906AT,ATL,ORD,2035,2038,3,16,2054,128,107,85,606,2119,6,2143,2125,-18,0,0,,,,,,
2015,1,2,5,DL,1812,N966DL,ATL,ORD,2155,2155,0,26,2221,123,116,85,606,2246,5,2258,2251,-7,0,0,,,,,,
2015,1,3,6,DL,977,N966DL,ORD,ATL,600,558,-2,43,641,127,148,96,606,917,9,907,926,19,0,0,,19,0,0,0,0
2015,1,3,6,OO,5582,N118SY,ORD,ATL,615,622,7,39,701,118,145,95,606,936,11,913,947,34,0,0,,27,0,7,0,0
2015,1,3,6,DL,957,N906AT,ORD,ATL,700,659,-1,62,801,126,159,86,606,1027,11,1006,1038,32,0,0,,32,0,0,0,0
2015,1,3,6,F9,1070,,ORD,ATL,730,,,,,110,,,606,,,1020,,,0,1,A,,,,,
2015,1,3,6,DL,2183,N998AT,ATL,ORD,821,821,0,23,844,131,131,96,606,920,12,932,932,0,0,0,,,,,,
2015,1,3,6,DL,1477,N975DL,ORD,ATL,825,824,-1,55,919,123,153,90,606,1149,8,1128,1157,29,0,0,,29,0,0,0,0
2015,1,3,6,NK,762,N530NK,ATL,ORD,926,930,4,13,943,119,150,98,606,1021,39,1025,1100,35,0,0,,35,0,0,0,0
2015,1,3,6,DL,1693,N967AT,ATL,ORD,942,953,11,42,1035,128,141,92,606,1107,7,1050,1114,24,0,0,,13,0,11,0,0
2015,1,3,6,OO,5607,N118SY,ATL,ORD,955,1033,38,23,1056,128,138,94,606,1130,21,1103,1151,48,0,0,,10,0,0,34,4
2015,1,3,6,MQ,2813,N531MQ,ORD,ATL,1000,1001,1,67,1108,113,165,90,606,1338,8,1253,1346,53,0,0,,53,0,0,0,0
2015,1,3,6,DL,2183,N998AT,ORD,ATL,1015,1013,-2,26,1039,116,127,86,606,1305,15,1311,1320,9,0,0,,,,,,
2015,1,3,6,DL,812,N915AT,ATL,ORD,1055,1054,-1,27,1121,130,129,91,606,1152,11,1205,1203,-2,0,0,,,,,,
2015,1,3,6,F9,1069,,ATL,ORD,1105,,,,,120,,,606,,,1205,,,0,1,A,,,,,
2015,1,3,6,NK,219,N530NK,ORD,ATL,1105,1138,33,22,1200,110,125,91,606,1431,12,1355,1443,48,0,0,,48,0,0,0,0
2015,1,3,6,DL,1693,N967AT,ORD,ATL,1130,1158,28,16,1214,119,113,88,606,1442,9,1429,1451,22,0,0,,0,0,0,19,3
2015,1,3,6,DL,393,N915AT,ORD,ATL,1240,1255,15,14,1309,120,107,86,606,1535,7,1540,1542,2,0,0,,,,,,
2015,1,3,6,MQ,2813,N531MQ,ATL,ORD,1328,1413,45,14,1427,125,109,85,606,1452,10,1433,1502,29,0,0,,0,0,0,29,0
2015,1,3,6,DL,1612,N949DN,ATL,ORD,1342,1355,13,15,1410,128,108,86,606,1436,7,1450,1443,-7,0,0,,,,,,
2015,1,3,6,EV,5694,N820AS,ORD,ATL,1415,1542,87,12,1554,117,121,104,606,1838,5,1712,1843,91,0,0,,91,0,0,0,0
2015,1,3,6,DL,1612,N949DN,ORD,ATL,1530,1530,0,19,1549,118,133,102,606,1831,12,1828,1843,15,0,0,,15,0,0,0,0
2015,1,3,6,DL,392,N960AT,ATL,ORD,1615,1617,2,18,1635,127,109,84,606,1659,7,1722,1706,-16,0,0,,,,,,
2015,1,3,6,EV,5372,N695CA,ATL,ORD,1727,1736,9,22,1758,123,124,84,606,1822,18,1830,1840,10,0,0,,,,,,
2015,1,3,6,EV,3964,N13995,ATL,ORD,1745,1858,73,20,1918,128,117,89,606,1947,8,1853,1955,62,0,0,,0,0,49,13,0
2015,1,3,6,DL,1977,N960AT,ORD,ATL,1800,1758,-2,13,1811,122,142,121,606,2112,8,2102,2120,18,0,0,,18,0,0,0,0
2015,1,3,6,DL,1120,N530US,ATL,ORD,1910,1909,-1,18,1927,129,113,89,606,1956,6,2019,2002,-17,0,0,,,,,,
2015,1,3,6,EV,5372,N695CA,ORD,ATL,1915,2040,85,13,2053,119,119,99,606,2332,7,2214,2339,85,0,0,,0,0,75,10,0
2015,1,3,6,DL,2112,N989AT,ATL,ORD,2035,2321,166,10,2331,128,95,79,606,2350,6,2143,2356,133,0,0,,0,0,0,0,133
2015,1,3,6,DL,1812,N980DL,ATL,ORD,2155,2217,22,26,2243,123,113,82,606,2305,5,2258,2310,12,0,0,,,,,,
2015,1,4,7,DL,977,N980DL,ORD,ATL,600,559,-1,41,640,127,158,108,606,928,9,907,937,30,0,0,,30,0,0,0,0
2015,1,4,7,MQ,2886,N511MQ,ORD,ATL,610,641,31,66,747,108,,,606,,,858,,,0,1,A,,,,,
2015,1,4,7,F9,1070,N218FR,ORD,ATL,625,649,24,62,751,110,184,106,606,1037,16,915,1053,98,0,0,,74,0,24,0,0
2015,1,4,7,DL,957,N989AT,ORD,ATL,700,659,-1,60,759,126,170,102,606,1041,8,1006,1049,43,0,0,,43,0,0,0,0
2015,1,4,7,EV,4719,N14977,ORD,ATL,805,1028,143,15,1043,121,130,108,606,1331,7,1106,1338,152,0,0,,38,0,9,105,0
2015,1,4,7,DL,2183,N960DL,ATL,ORD,821,826,5,23,849,131,120,84,606,913,13,932,926,-6,0,0,,,,,,
2015,1,4,7,DL,1477,N530US,ORD,ATL,825,827,2,40,907,123,149,97,606,1144,12,1128,1156,28,0,0,,28,0,0,0,0
2015,1,4,7,NK,762,N514NK,ATL,ORD,926,1035,69,18,1053,119,112,81,606,1114,13,1025,1127,62,0,0,,62,0,0,0,0
2015,1,4,7,MQ,2886,N531MQ,ATL,ORD,935,,,,,120,,,606,,,1035,,,0,1,A,,,,,
2015,1,4,7,DL,1693,N978AT,ATL,ORD,942,953,11,14,1007,128,119,80,606,1027,25,1050,1052,2,0,0,,,,,,
2015,1,4,7,F9,1069,N218FR,ATL,ORD,1000,1215,135,16,1231,120,115,81,606,1252,18,1100,1310,130,0,0,,69,0,37,24,0
2015,1,4,7,MQ,2813,N0EGMQ,ORD,ATL,1000,1224,144,76,1340,113,173,92,606,1612,5,1253,1617,204,0,0,,60,0,135,9,0
2015,1,4,7,DL,2183,N960DL,ORD,ATL,1015,1013,-2,32,1045,116,138,101,606,1326,5,1311,1331,20,0,0,,20,0,0,0,0
2015,1,4,7,EV,6167,N14923,ATL,ORD,1043,1109,26,27,1136,131,127,89,606,1205,11,1154,1216,22,0,0,,0,0,0,22,0
2015,1,4,7,DL,812,N942DL,ATL,ORD,1055,1104,9,17,1121,130,109,81,606,1142,11,1205,1153,-12,0,0,,,,,,
2015,1,4,7,NK,219,N514NK,ORD,ATL,1105,1230,85,38,1308,110,149,100,606,1548,11,1355,1559,124,0,0,,124,0,0,0,0
2015,1,4,7,DL,1693,N978AT,ORD,ATL,1130,1132,2,41,1213,119,150,102,606,1455,7,1429,1502,33,0,0,,33,0,0,0,0
2015,1,4,7,EV,6023,N14977,ATL,ORD,1136,1408,152,20,1428,131,131,89,606,1457,22,1247,1519,152,0,0,,0,0,0,152,0
2015,1,4,7,DL,393,N942DL,ORD,ATL,1240,1241,1,52,1333,120,152,94,606,1607,6,1540,1613,33,0,0,,33,0,0,0,0
2015,1,4,7,MQ,2813,N0EGMQ,ATL,ORD,1328,1647,199,17,1704,125,133,90,606,1734,26,1433,1800,207,0,0,,8,0,0,199,0
2015,1,4,7,OO,4973,N795SK,ORD,ATL,1336,1509,93,49,1558,114,150,95,606,1833,6,1630,1839,129,0,0,,36,0,0,93,0
2015,1,4,7,DL,1612,N902DA,ATL,ORD,1342,1412,30,12,1424,128,109,83,606,1447,14,1450,1501,11,0,0,,,,,,
2015,1,4,7,DL,392,N342NB,ATL,ORD,1455,1526,31,15,1541,127,107,85,606,1606,7,1602,1613,11,0,0,,,,,,
2015,1,4,7,DL,1612,N902DA,ORD,ATL,1530,1607,37,20,1627,118,108,84,606,1851,4,1828,1855,27,0,0,,0,0,4,8,15
2015,1,4,7,DL,1977,N981AT,ATL,ORD,1615,1759,104,20,1819,127,129,94,606,1853,15,1722,1908,106,0,0,,106,0,0,0,0
2015,1,4,7,DL,1877,N342NB,ORD,ATL,1645,1711,26,17,1728,122,117,92,606,2000,8,1947,2008,21,0,0,,0,0,0,6,15
2015,1,4,7,OO,5566,N751SK,ORD,ATL,1651,1955,184,28,2023,112,126,89,606,2252,9,1943,2301,198,0,0,,14,0,122,62,0
2015,1,4,7,DL,2514,N906AT,ATL,ORD,1727,1900,93,24,1924,125,127,94,606,1958,9,1832,2007,95,0,0,,59,0,0,36,0
2015,1,4,7,OO,5607,N795SK,ATL,ORD,1750,1931,101,40,2011,125,141,92,606,2043,9,1855,2052,117,0,0,,16,0,0,101,0
2015,1,4,7,DL,1977,N981AT,ORD,ATL,1800,2049,169,30,2119,122,131,95,606,2354,6,2102,2400,178,0,0,,9,0,63,106,0
2015,1,4,7,DL,1120,N523US,ATL,ORD,1910,2055,105,30,2125,129,138,90,606,2155,18,2019,2213,114,0,0,,114,0,0,0,0
2015,1,4,7,DL,2514,N906AT,ORD,ATL,1915,2050,95,16,2106,120,113,84,606,2330,13,2215,2343,88,0,0,,0,0,0,85,3
2015,1,4,7,EV,4908,N720EV,ATL,ORD,2035,2134,59,16,2150,128,114,91,606,2221,7,2143,2228,45,0,0,,0,0,1,44,0
2015,1,4,7,DL,1812,N900PC,ATL,ORD,2155,2153,-2,13,2206,123,114,93,606,2239,8,2258,2247,-11,0,0,,,,,,
2015,1,5,1,DL,977,N523US,ORD,ATL,600,602,2,55,657,131,141,80,606,917,6,911,923,12,0,0,,,,,,
2015,1,5,1,MQ,2886,N531MQ,ORD,ATL,610,700,50,10,710,108,97,84,606,934,3,858,937,39,0,0,,0,0,0,0,39
2015,1,5,1,OO,5582,N107SY,ORD,ATL,615,652,37,35,727,118,135,90,606,957,10,913,1007,54,0,0,,17,0,0,0,37
2015,1,5,1,DL,1477,N900PC,ORD,ATL,700,700,0,25,725,128,113,81,606,946,7,1008,953,-15,0,0,,,,,,
2015,1,5,1,DL,2012,N963DL,ATL,ORD,725,724,-1,13,737,125,112,91,606,808,8,830,816,-14,0,0,,,,,,
2015,1,5,1,F9,1070,,ORD,ATL,730,,,,,110,,,606,,,1020,,,0,1,A,,,,,
2015,1,5,1,DL,2601,N310NW,ORD,ATL,800,841,41,15,856,128,107,83,606,1119,9,1108,1128,20,0,0,,0,0,20,0,0
2015,1,5,1,DL,2183,N916DE,ATL,ORD,825,822,-3,19,841,130,123,96,606,917,8,935,925,-10,0,0,,,,,,
2015,1,5,1,DL,2412,N990DL,ORD,ATL,900,918,18,13,931,124,97,81,606,1152,3,1204,1155,-9,0,0,,,,,,
2015,1,5,1,NK,762,N502NK,ATL,ORD,920,1150,150,13,1203,120,121,100,606,1243,8,1020,1251,151,0,0,,151,0,0,0,0
2015,1,5,1,MQ,2886,N531MQ,ATL,ORD,935,1006,31,16,1022,120,180,93,606,1055,71,1035,1206,91,0,0,,60,0,0,31,0
2015,1,5,1,DL,1693,N985DL,ATL,ORD,945,946,1,18,1004,125,124,94,606,1038,12,1050,1050,0,0,0,,,,,,
2015,1,5,1,OO,5607,N107SY,ATL,ORD,955,1259,184,13,1312,128,118,101,606,1353,4,1103,1357,174,0,0,,0,0,120,54,0
2015,1,5,1,MQ,2813,N514MQ,ORD,ATL,1000,1100,60,16,1116,113,105,84,606,1340,5,1253,1345,52,0,0,,0,0,0,35,17
2015,1,5,1,DL,2183,N916DE,ORD,ATL,1015,1015,0,25,1040,119,113,83,606,1303,5,1314,1308,-6,0,0,,,,,,
2015,1,5,1,NK,219,N522NK,ORD,ATL,1044,1202,78,16,1218,110,109,84,606,1442,9,1334,1451,77,0,0,,77,0,0,0,0
2015,1,5,1,DL,812,N917DE,ATL,ORD,1050,1048,-2,18,1106,130,125,96,606,1142,11,1200,1153,-7,0,0,,,,,,
2015,1,5,1,F9,1069,,ATL,ORD,1105,,,,,120,,,606,,,1205,,,0,1,A,,,,,
2015,1,5,1,DL,1693,N985DL,ORD,ATL,1130,1142,12,16,1158,119,101,82,606,1420,3,1429,1423,-6,0,0,,,,,,
2015,1,5,1,OO,5254,N120SY,ORD,ATL,1143,1250,67,23,1313,124,115,86,606,1539,6,1447,1545,58,0,0,,0,0,58,0,0
2015,1,5,1,DL,912,N997DL,ATL,ORD,1210,1206,-4,12,1218,126,123,99,606,1257,12,1316,1309,-7,0,0,,,,,,
2015,1,5,1,DL,393,N917DE,ORD,ATL,1245,1243,-2,16,1259,123,103,79,606,1518,8,1548,1526,-22,0,0,,,,,,
2015,1,5,1,MQ,2813,N514MQ,ATL,ORD,1328,1420,52,12,1432,125,132,95,606,1507,25,1433,1532,59,0,0,,7,0,5,47,0
2015,1,5,1,OO,5204,N790SK,ORD,ATL,1336,1527,111,15,1542,114,108,83,606,1805,10,1630,1815,105,0,0,,0,0,0,105,0
2015,1,5,1,DL,1612,N931DN,ATL,ORD,1345,1341,-4,16,1357,125,118,93,606,1430,9,1450,1439,-11,0,0,,,,,,
2015,1,5,1,DL,912,N997DL,ORD,ATL,1400,1400,0,19,1419,126,111,86,606,1645,6,1706,1651,-15,0,0,,,,,,
2015,1,5,1,DL,392,N352NW,ATL,ORD,1450,1523,33,16,1539,128,116,92,606,1611,8,1558,1619,21,0,0,,0,0,21,0,0
2015,1,5,1,OO,5644,N120SY,ATL,ORD,1524,1619,55,25,1644,128,128,97,606,1721,6,1632,1727,55,0,0,,0,0,0,55,0
2015,1,5,1,DL,1677,N931DN,ORD,ATL,1530,1534,4,18,1552,122,110,84,606,1816,8,1832,1824,-8,0,0,,,,,,
2015,1,5,1,DL,1977,N948DL,ATL,ORD,1616,1616,0,13,1629,124,116,96,606,1705,7,1720,1712,-8,0,0,,,,,,
2015,1,5,1,DL,1877,N352NW,ORD,ATL,1645,1714,29,17,1731,125,109,84,606,1955,8,1950,2003,13,0,0,,,,,,
2015,1,5,1,DL,1306,N990DL,ATL,ORD,1725,1725,0,21,1746,122,121,92,606,1818,8,1827,1826,-1,0,0,,,,,,
2015,1,5,1,MQ,3557,N502MQ,ORD,ATL,1750,2215,265,53,2308,125,137,78,606,126,6,2055,132,277,0,0,,12,0,0,196,69
2015,1,5,1,OO,4983,N790SK,ATL,ORD,1750,1944,114,45,2029,125,246,98,606,2107,103,1855,2250,235,0,0,,121,0,9,105,0
2015,1,5,1,DL,1977,N948DL,ORD,ATL,1800,1759,-1,12,1811,122,109,83,606,2034,14,2102,2048,-14,0,0,,,,,,
2015,1,5,1,OO,5566,N125SY,ORD,ATL,1804,1810,6,19,1829,118,115,88,606,2057,8,2102,2105,3,0,0,,,,,,
2015,1,5,1,DL,1331,N673DL,ATL,ORD,1909,1908,-1,16,1924,126,118,94,606,1958,8,2015,2006,-9,0,0,,,,,,
2015,1,5,1,DL,1777,N990DL,ORD,ATL,1915,1914,-1,11,1925,120,98,80,606,2145,7,2215,2152,-23,0,0,,,,,,
2015,1,5,1,DL,2112,N310NW,ATL,ORD,2030,2029,-1,11,2040,125,116,96,606,2116,9,2135,2125,-10,0,0,,,,,,
2015,1,5,1,DL,1812,N926DL,ATL,ORD,2159,2155,-4,16,2211,121,113,89,606,2240,8,2300,2248,-12,0,0,,,,,,
2015,1,6,2,DL,977,N926DL,ORD,ATL,600,602,2,39,641,131,125,82,606,903,4,911,907,-4,0,0,,,,,,
2015,1,6,2,F9,1070,N202FR,ORD,ATL,625,727,62,47,814,110,133,78,606,1032,8,915,1040,85,0,0,,23,0,42,0,20
2015,1,6,2,OO,6317,N125SY,ATL,ORD,635,634,-1,13,647,129,122,105,606,732,4,744,736,-8,0,0,,,,,,
2015,1,6,2,DL,1477,N673DL,ORD,ATL,700,704,4,45,749,128,134,83,606,1012,6,1008,1018,10,0,0,,,,,,
2015,1,6,2,DL,2012,N522US,ATL,ORD,725,722,-3,25,747,125,130,97,606,824,8,830,832,2,0,0,,,,,,
2015,1,6,2,DL,2412,N963DL,ORD,ATL,900,955,55,11,1006,124,92,76,606,1222,5,1204,1227,23,0,0,,0,0,0,23,0
2015,1,6,2,NK,762,N533NK,ATL,ORD,920,1030,70,12,1042,120,122,100,606,1122,10,1020,1132,72,0,0,,72,0,0,0,0
2015,1,6,2,OO,5254,N107SY,ORD,ATL,930,930,0,27,957,115,113,78,606,1215,8,1225,1223,-2,0,0,,,,,,
2015,1,6,2,DL,1693,N921DN,ATL,ORD,945,940,-5,20,1000,125,150,101,606,1041,29,1050,1110,20,0,0,,20,0,0,0,0
2015,1,6,2,F9,1069,N202FR,ATL,ORD,1000,1130,90,11,1141,120,120,100,606,1221,9,1100,1230,90,0,0,,23,0,5,62,0
2015,1,6,2,MQ,3613,N542MQ,ORD,ATL,1000,1052,52,24,1116,109,107,78,606,1334,5,1249,1339,50,0,0,,0,0,50,0,0
2015,1,6,2,DL,2183,N522US,ORD,ATL,1015,1057,42,27,1124,119,110,77,606,1341,6,1314,1347,33,0,0,,0,0,33,0,0
2015,1,6,2,NK,219,N526NK,ORD,ATL,1044,1112,28,18,1130,110,109,82,606,1352,9,1334,1401,27,0,0,,27,0,0,0,0
2015,1,6,2,DL,812,N936DL,ATL,ORD,1050,1047,-3,14,1101,130,131,101,606,1142,16,1200,1158,-2,0,0,,,,,,
2015,1,6,2,UA,786,N808UA,ORD,ATL,1121,1229,68,34,1303,118,123,80,606,1523,9,1419,1532,73,0,0,,5,0,0,0,68
2015,1,6,2,DL,1693,N921DN,ORD,ATL,1130,1215,45,12,1227,119,95,78,606,1445,5,1429,1450,21,0,0,,0,0,2,10,9
2015,1,6,2,DL,912,N943DL,ATL,ORD,1210,1205,-5,12,1217,126,125,103,606,1300,10,1316,1310,-6,0,0,,,,,,
2015,1,6,2,DL,393,N936DL,ORD,ATL,1245,1244,-1,14,1258,123,98,78,606,1516,6,1548,1522,-26,0,0,,,,,,
2015,1,6,2,OO,6419,N107SY,ATL,ORD,1303,1258,-5,11,1309,125,135,104,606,1353,20,1408,1413,5,0,0,,,,,,
2015,1,6,2,MQ,3613,N542MQ,ATL,ORD,1327,1418,51,11,1429,128,152,103,606,1512,38,1435,1550,75,0,0,,24,0,9,42,0
2015,1,6,2,DL,1612,N939DL,ATL,ORD,1345,1406,21,11,1417,125,125,103,606,1500,11,1450,1511,21,0,0,,0,0,21,0,0
2015,1,6,2,DL,912,N943DL,ORD,ATL,1400,1400,0,14,1414,126,104,84,606,1638,6,1706,1644,-22,0,0,,,,,,
2015,1,6,2,DL,392,N376DA,ATL,ORD,1450,1508,18,21,1529,128,132,99,606,1608,12,1558,1620,22,0,0,,4,0,18,0,0
2015,1,6,2,UA,639,,ATL,ORD,1508,,,,,127,,,606,,,1615,,,0,1,A,,,,,
2015,1,6,2,DL,1677,N939DL,ORD,ATL,1530,1549,19,16,1605,122,101,81,606,1826,4,1832,1830,-2,0,0,,,,,,
2015,1,6,2,DL,1977,N983DL,ATL,ORD,1616,1656,40,15,1711,124,122,101,606,1752,6,1720,1758,38,0,0,,0,0,38,0,0
