"","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT03"
"686","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/17/2015",0,0,0,70,53,NA,NA
"687","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/18/2015",1.03,0,0,71,56,1,1
"688","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/19/2015",0.01,0,0,70,51,1,NA
"689","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/20/2015",0,0,0,70,46,NA,NA
"690","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/21/2015",0,0,0,57,44,NA,NA
"691","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/22/2015",0,0,0,52,35,NA,NA
"692","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/23/2015",0,0,0,54,31,NA,NA
"693","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/24/2015",0,0,0,58,33,NA,NA
"694","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/25/2015",0,0,0,57,37,NA,NA
"695","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/26/2015",0,0,0,68,45,NA,NA
"696","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/27/2015",0,0,0,72,49,NA,NA
"697","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/28/2015",0,0,0,71,51,NA,NA
"698","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/29/2015",0,0,0,73,55,NA,NA
"699","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/30/2015",0,0,0,72,61,NA,NA
"700","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/1/2015",0,0,0,70,60,NA,NA
"701","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/2/2015",0.15,0,0,63,47,1,NA
"702","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/3/2015",0,0,0,48,40,NA,NA
"703","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/4/2015",0,0,0,57,38,NA,NA
"704","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/5/2015",0,0,0,59,37,NA,NA
"705","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/6/2015",0,0,0,65,42,NA,NA
"706","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/7/2015",0,0,0,66,46,NA,NA
"707","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/8/2015",0,0,0,65,40,NA,NA
"708","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/9/2015",0,0,0,66,42,NA,NA
"709","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/10/2015",0,0,0,67,51,1,NA
"710","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/11/2015",0,0,0,73,55,1,NA
"711","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/12/2015",0,0,0,73,53,1,NA
"712","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/13/2015",0,0,0,72,53,1,NA
"713","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/14/2015",0.26,0,0,68,54,1,NA
"714","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/15/2015",0,0,0,72,48,NA,NA
"715","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/16/2015",0.17,0,0,72,46,1,NA
"716","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/17/2015",1.99,0,0,66,48,1,NA
"717","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/18/2015",0,0,0,48,32,NA,NA
"718","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/19/2015",0,0,0,53,29,NA,NA
"719","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/20/2015",0,0,0,55,34,NA,NA
"720","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/21/2015",0.42,0,0,57,44,1,NA
"721","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/22/2015",0.38,0,0,64,53,1,NA
"722","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/23/2015",1.26,0,0,66,61,1,1
"723","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/24/2015",3.93,0,0,72,65,1,1
"724","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/25/2015",0.71,0,0,75,63,1,1
"725","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/26/2015",0.02,0,0,77,60,1,NA
"726","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/27/2015",0.01,0,0,75,65,1,NA
"727","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/28/2015",1.54,0,0,73,66,1,NA
"728","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/29/2015",0,0,0,71,57,NA,NA
"729","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/30/2015",1.45,0,0,66,58,1,1
"730","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","12/31/2015",0.22,0,0,62,46,1,NA
"731","JFK INTERNATIONAL AIRPORT, NY US","1/1/2015",0,0,0,40,28,NA,NA
"732","JFK INTERNATIONAL AIRPORT, NY US","1/2/2015",0,0,0,45,35,NA,NA
"733","JFK INTERNATIONAL AIRPORT, NY US","1/3/2015",0.94,0,0,47,30,1,NA
"734","JFK INTERNATIONAL AIRPORT, NY US","1/4/2015",0.47,0,0,55,43,1,NA
"735","JFK INTERNATIONAL AIRPORT, NY US","1/5/2015",0,0,0,51,23,NA,NA
"736","JFK INTERNATIONAL AIRPORT, NY US","1/6/2015",0.07,1.1,0,23,19,1,NA
"737","JFK INTERNATIONAL AIRPORT, NY US","1/7/2015",0,0,1.2,25,10,NA,NA
"738","JFK INTERNATIONAL AIRPORT, NY US","1/8/2015",0,0,0,22,8,NA,NA
"739","JFK INTERNATIONAL AIRPORT, NY US","1/9/2015",0.07,1.3,0,34,21,1,NA
"740","JFK INTERNATIONAL AIRPORT, NY US","1/10/2015",0,0,1.2,24,18,NA,NA
"741","JFK INTERNATIONAL AIRPORT, NY US","1/11/2015",0,0,1.2,38,20,NA,NA
"742","JFK INTERNATIONAL AIRPORT, NY US","1/12/2015",0.7,0,0,40,34,1,NA
"743","JFK INTERNATIONAL AIRPORT, NY US","1/13/2015",0,0,0,37,19,NA,NA
"744","JFK INTERNATIONAL AIRPORT, NY US","1/14/2015",0,0,0,33,19,NA,NA
"745","JFK INTERNATIONAL AIRPORT, NY US","1/15/2015",0,0,0,35,27,NA,NA
"746","JFK INTERNATIONAL AIRPORT, NY US","1/16/2015",0,0,0,45,20,NA,NA
"747","JFK INTERNATIONAL AIRPORT, NY US","1/17/2015",0,0,0,32,18,NA,NA
"748","JFK INTERNATIONAL AIRPORT, NY US","1/18/2015",1.62,0,0,47,27,1,NA
"749","JFK INTERNATIONAL AIRPORT, NY US","1/19/2015",0,0,0,45,35,NA,NA
"750","JFK INTERNATIONAL AIRPORT, NY US","1/20/2015",0,0,0,41,32,NA,NA
"751","JFK INTERNATIONAL AIRPORT, NY US","1/21/2015",0,0,0,38,26,NA,NA
"752","JFK INTERNATIONAL AIRPORT, NY US","1/22/2015",0,0,0,41,31,NA,NA
"753","JFK INTERNATIONAL AIRPORT, NY US","1/23/2015",0,0,0,39,28,NA,NA
"754","JFK INTERNATIONAL AIRPORT, NY US","1/24/2015",0.75,3.4,3.1,40,33,1,NA
"755","JFK INTERNATIONAL AIRPORT, NY US","1/25/2015",0,0,0,45,32,NA,NA
"756","JFK INTERNATIONAL AIRPORT, NY US","1/26/2015",0.33,5.1,0,32,24,1,NA
"757","JFK INTERNATIONAL AIRPORT, NY US","1/27/2015",0.31,5.6,9.1,27,20,NA,NA
"758","JFK INTERNATIONAL AIRPORT, NY US","1/28/2015",0,0,9.8,33,17,NA,NA
"759","JFK INTERNATIONAL AIRPORT, NY US","1/29/2015",0.01,0,9.1,37,17,NA,NA
"760","JFK INTERNATIONAL AIRPORT, NY US","1/30/2015",0.04,0.6,9.1,38,19,1,NA
"761","JFK INTERNATIONAL AIRPORT, NY US","1/31/2015",0,0,7.1,27,14,NA,NA
"762","JFK INTERNATIONAL AIRPORT, NY US","2/1/2015",0.03,0.3,7.1,36,21,1,NA
"763","JFK INTERNATIONAL AIRPORT, NY US","2/2/2015",1.18,4.2,7.9,35,15,1,NA
"764","JFK INTERNATIONAL AIRPORT, NY US","2/3/2015",0,0,7.9,26,14,NA,NA
"765","JFK INTERNATIONAL AIRPORT, NY US","2/4/2015",0,0,7.9,39,22,NA,NA
"766","JFK INTERNATIONAL AIRPORT, NY US","2/5/2015",0,0.1,5.1,39,15,NA,NA
"767","JFK INTERNATIONAL AIRPORT, NY US","2/6/2015",0,0,5.1,27,13,NA,NA
"768","JFK INTERNATIONAL AIRPORT, NY US","2/7/2015",0,0,3.9,37,25,NA,NA
"769","JFK INTERNATIONAL AIRPORT, NY US","2/8/2015",0,0,3.9,42,29,1,NA
"770","JFK INTERNATIONAL AIRPORT, NY US","2/9/2015",0.14,0.1,2,29,26,NA,NA
"771","JFK INTERNATIONAL AIRPORT, NY US","2/10/2015",0,0,2,40,26,NA,NA
"772","JFK INTERNATIONAL AIRPORT, NY US","2/11/2015",0,0,2,35,23,NA,NA
"773","JFK INTERNATIONAL AIRPORT, NY US","2/12/2015",0,0,1.2,40,18,NA,NA
"774","JFK INTERNATIONAL AIRPORT, NY US","2/13/2015",0,0,1.2,23,9,NA,NA
"775","JFK INTERNATIONAL AIRPORT, NY US","2/14/2015",0.01,0.4,1.2,35,16,NA,NA
"776","JFK INTERNATIONAL AIRPORT, NY US","2/15/2015",0.01,0.3,1.2,27,5,NA,NA
"777","JFK INTERNATIONAL AIRPORT, NY US","2/16/2015",0,0,1.2,23,5,NA,NA
"778","JFK INTERNATIONAL AIRPORT, NY US","2/17/2015",0.19,3.5,3.9,27,16,NA,NA
"779","JFK INTERNATIONAL AIRPORT, NY US","2/18/2015",0,0,3.1,31,15,NA,NA
"780","JFK INTERNATIONAL AIRPORT, NY US","2/19/2015",0,0,2,27,9,NA,NA
"781","JFK INTERNATIONAL AIRPORT, NY US","2/20/2015",0,0,2,21,3,NA,NA
"782","JFK INTERNATIONAL AIRPORT, NY US","2/21/2015",0.59,4.5,1.2,33,11,1,NA
"783","JFK INTERNATIONAL AIRPORT, NY US","2/22/2015",0.2,0.2,5.1,43,32,1,NA
"784","JFK INTERNATIONAL AIRPORT, NY US","2/23/2015",0,0,3.1,38,9,NA,NA
"785","JFK INTERNATIONAL AIRPORT, NY US","2/24/2015",0,0,3.1,28,7,NA,NA
"786","JFK INTERNATIONAL AIRPORT, NY US","2/25/2015",0,0,2,37,19,NA,NA
"787","JFK INTERNATIONAL AIRPORT, NY US","2/26/2015",0,0,2,32,23,NA,NA
"788","JFK INTERNATIONAL AIRPORT, NY US","2/27/2015",0,0,2,32,20,NA,NA
"789","JFK INTERNATIONAL AIRPORT, NY US","2/28/2015",0,0,1.2,31,15,NA,NA
"790","JFK INTERNATIONAL AIRPORT, NY US","3/1/2015",0.51,3.1,1.2,33,20,1,NA
"791","JFK INTERNATIONAL AIRPORT, NY US","3/2/2015",0,0,3.9,39,28,1,NA
"792","JFK INTERNATIONAL AIRPORT, NY US","3/3/2015",0.7,1.2,3.1,36,19,1,NA
"793","JFK INTERNATIONAL AIRPORT, NY US","3/4/2015",0.3,0,3.1,41,33,1,NA
"794","JFK INTERNATIONAL AIRPORT, NY US","3/5/2015",0.73,5.8,1.2,41,21,1,NA
"795","JFK INTERNATIONAL AIRPORT, NY US","3/6/2015",0,0,7.1,25,13,NA,NA
"796","JFK INTERNATIONAL AIRPORT, NY US","3/7/2015",0,0,5.9,37,16,NA,NA
"797","JFK INTERNATIONAL AIRPORT, NY US","3/8/2015",0,0,3.9,48,30,NA,NA
"798","JFK INTERNATIONAL AIRPORT, NY US","3/9/2015",0.02,0,2,54,32,NA,NA
"799","JFK INTERNATIONAL AIRPORT, NY US","3/10/2015",0.49,0,1.2,50,34,1,NA
"800","JFK INTERNATIONAL AIRPORT, NY US","3/11/2015",0.02,0,0,62,40,1,NA
"801","JFK INTERNATIONAL AIRPORT, NY US","3/12/2015",0,0,0,50,36,NA,NA
"802","JFK INTERNATIONAL AIRPORT, NY US","3/13/2015",0,0,0,41,30,NA,NA
"803","JFK INTERNATIONAL AIRPORT, NY US","3/14/2015",1.11,0,0,49,39,1,NA
"804","JFK INTERNATIONAL AIRPORT, NY US","3/15/2015",0,0,0,46,37,NA,NA
"805","JFK INTERNATIONAL AIRPORT, NY US","3/16/2015",0,0,0,50,36,NA,NA
"806","JFK INTERNATIONAL AIRPORT, NY US","3/17/2015",0.02,0,0,60,34,NA,NA
"807","JFK INTERNATIONAL AIRPORT, NY US","3/18/2015",0,0,0,41,30,NA,NA
"808","JFK INTERNATIONAL AIRPORT, NY US","3/19/2015",0,0,0,44,30,NA,NA
"809","JFK INTERNATIONAL AIRPORT, NY US","3/20/2015",0.33,3,0,40,31,1,NA
"810","JFK INTERNATIONAL AIRPORT, NY US","3/21/2015",0.02,0,3.1,48,30,1,NA
"811","JFK INTERNATIONAL AIRPORT, NY US","3/22/2015",0,0,0,45,28,NA,NA
"812","JFK INTERNATIONAL AIRPORT, NY US","3/23/2015",0,0,0,41,24,NA,NA
"813","JFK INTERNATIONAL AIRPORT, NY US","3/24/2015",0,0,0,43,26,NA,NA
"814","JFK INTERNATIONAL AIRPORT, NY US","3/25/2015",0.12,0,0,46,30,1,NA
"815","JFK INTERNATIONAL AIRPORT, NY US","3/26/2015",0.25,0,0,54,41,1,NA
"816","JFK INTERNATIONAL AIRPORT, NY US","3/27/2015",0.23,0,0,47,41,NA,NA
"817","JFK INTERNATIONAL AIRPORT, NY US","3/28/2015",0,0,0,42,28,NA,NA
"818","JFK INTERNATIONAL AIRPORT, NY US","3/29/2015",0,0,0,46,27,NA,NA
"819","JFK INTERNATIONAL AIRPORT, NY US","3/30/2015",0,0,0,58,36,NA,NA
"820","JFK INTERNATIONAL AIRPORT, NY US","3/31/2015",0.03,0,0,48,37,NA,NA
"821","JFK INTERNATIONAL AIRPORT, NY US","4/1/2015",0,0,0,53,34,NA,NA
"822","JFK INTERNATIONAL AIRPORT, NY US","4/2/2015",0,0,0,57,33,NA,NA
"823","JFK INTERNATIONAL AIRPORT, NY US","4/3/2015",0.11,0,0,59,46,1,NA
"824","JFK INTERNATIONAL AIRPORT, NY US","4/4/2015",0,0,0,56,44,1,NA
"825","JFK INTERNATIONAL AIRPORT, NY US","4/5/2015",0,0,0,65,38,NA,NA
"826","JFK INTERNATIONAL AIRPORT, NY US","4/6/2015",0,0,0,60,39,NA,NA
"827","JFK INTERNATIONAL AIRPORT, NY US","4/7/2015",0.03,0,0,57,44,NA,NA
"828","JFK INTERNATIONAL AIRPORT, NY US","4/8/2015",0.01,0,0,49,36,1,NA
"829","JFK INTERNATIONAL AIRPORT, NY US","4/9/2015",0,0,0,44,38,1,NA
"830","JFK INTERNATIONAL AIRPORT, NY US","4/10/2015",0.19,0,0,58,40,1,NA
"831","JFK INTERNATIONAL AIRPORT, NY US","4/11/2015",0,0,0,61,45,NA,NA
"832","JFK INTERNATIONAL AIRPORT, NY US","4/12/2015",0,0,0,61,43,NA,NA
"833","JFK INTERNATIONAL AIRPORT, NY US","4/13/2015",0,0,0,62,43,NA,NA
"834","JFK INTERNATIONAL AIRPORT, NY US","4/14/2015",0.04,0,0,66,50,NA,NA
"835","JFK INTERNATIONAL AIRPORT, NY US","4/15/2015",0,0,0,72,50,NA,NA
"836","JFK INTERNATIONAL AIRPORT, NY US","4/16/2015",0,0,0,60,48,NA,NA
"837","JFK INTERNATIONAL AIRPORT, NY US","4/17/2015",0.11,0,0,69,52,1,NA
"838","JFK INTERNATIONAL AIRPORT, NY US","4/18/2015",0,0,0,73,51,NA,NA
"839","JFK INTERNATIONAL AIRPORT, NY US","4/19/2015",0,0,0,62,47,NA,NA
"840","JFK INTERNATIONAL AIRPORT, NY US","4/20/2015",0.87,0,0,58,47,1,1
"841","JFK INTERNATIONAL AIRPORT, NY US","4/21/2015",0.06,0,0,67,50,1,1
"842","JFK INTERNATIONAL AIRPORT, NY US","4/22/2015",0.19,0,0,63,46,NA,1
"843","JFK INTERNATIONAL AIRPORT, NY US","4/23/2015",0,0,0,54,42,NA,NA
"844","JFK INTERNATIONAL AIRPORT, NY US","4/24/2015",0,0,0,52,39,NA,NA
"845","JFK INTERNATIONAL AIRPORT, NY US","4/25/2015",0,0,0,59,39,NA,NA
"846","JFK INTERNATIONAL AIRPORT, NY US","4/26/2015",0,0,0,59,43,NA,NA
"847","JFK INTERNATIONAL AIRPORT, NY US","4/27/2015",0,0,0,63,49,NA,NA
"848","JFK INTERNATIONAL AIRPORT, NY US","4/28/2015",0,0,0,71,51,NA,NA
"849","JFK INTERNATIONAL AIRPORT, NY US","4/29/2015",0,0,0,77,50,NA,NA
"850","JFK INTERNATIONAL AIRPORT, NY US","4/30/2015",0,0,0,63,48,NA,NA
"851","JFK INTERNATIONAL AIRPORT, NY US","5/1/2015",0,0,0,56,47,NA,NA
"852","JFK INTERNATIONAL AIRPORT, NY US","5/2/2015",0,0,0,61,43,NA,NA
"853","JFK INTERNATIONAL AIRPORT, NY US","5/3/2015",0,0,0,67,46,NA,NA
"854","JFK INTERNATIONAL AIRPORT, NY US","5/4/2015",0,0,0,74,50,NA,NA
"855","JFK INTERNATIONAL AIRPORT, NY US","5/5/2015",0,0,0,82,55,NA,NA
"856","JFK INTERNATIONAL AIRPORT, NY US","5/6/2015",0,0,0,70,54,NA,NA
"857","JFK INTERNATIONAL AIRPORT, NY US","5/7/2015",0,0,0,72,51,1,NA
"858","JFK INTERNATIONAL AIRPORT, NY US","5/8/2015",0,0,0,72,53,1,NA
"859","JFK INTERNATIONAL AIRPORT, NY US","5/9/2015",0.02,0,0,64,58,1,NA
"860","JFK INTERNATIONAL AIRPORT, NY US","5/10/2015",0,0,0,74,58,1,NA
"861","JFK INTERNATIONAL AIRPORT, NY US","5/11/2015",0,0,0,77,62,1,NA
"862","JFK INTERNATIONAL AIRPORT, NY US","5/12/2015",0.01,0,0,87,65,1,NA
"863","JFK INTERNATIONAL AIRPORT, NY US","5/13/2015",0,0,0,73,55,NA,NA
"864","JFK INTERNATIONAL AIRPORT, NY US","5/14/2015",0,0,0,71,51,NA,NA
"865","JFK INTERNATIONAL AIRPORT, NY US","5/15/2015",0,0,0,71,53,NA,NA
"866","JFK INTERNATIONAL AIRPORT, NY US","5/16/2015",0.41,0,0,70,58,1,1
"867","JFK INTERNATIONAL AIRPORT, NY US","5/17/2015",0,0,0,81,61,1,NA
"868","JFK INTERNATIONAL AIRPORT, NY US","5/18/2015",0,0,0,68,57,1,NA
"869","JFK INTERNATIONAL AIRPORT, NY US","5/19/2015",0,0,0,75,57,1,NA
"870","JFK INTERNATIONAL AIRPORT, NY US","5/20/2015",0,0,0,69,54,NA,NA
"871","JFK INTERNATIONAL AIRPORT, NY US","5/21/2015",0,0,0,62,52,NA,NA
"872","JFK INTERNATIONAL AIRPORT, NY US","5/22/2015",0,0,0,79,54,NA,NA
"873","JFK INTERNATIONAL AIRPORT, NY US","5/23/2015",0,0,0,68,51,NA,NA
"874","JFK INTERNATIONAL AIRPORT, NY US","5/24/2015",0,0,0,74,53,NA,NA
"875","JFK INTERNATIONAL AIRPORT, NY US","5/25/2015",0,0,0,77,57,NA,NA
"876","JFK INTERNATIONAL AIRPORT, NY US","5/26/2015",0,0,0,76,60,NA,NA
"877","JFK INTERNATIONAL AIRPORT, NY US","5/27/2015",0,0,0,74,61,NA,NA
"878","JFK INTERNATIONAL AIRPORT, NY US","5/28/2015",0,0,0,78,60,1,NA
"879","JFK INTERNATIONAL AIRPORT, NY US","5/29/2015",0,0,0,80,63,NA,NA
"880","JFK INTERNATIONAL AIRPORT, NY US","5/30/2015",0,0,0,78,62,1,NA
"881","JFK INTERNATIONAL AIRPORT, NY US","5/31/2015",0.02,0,0,79,63,NA,1
"882","JFK INTERNATIONAL AIRPORT, NY US","6/1/2015",0.78,0,0,63,52,1,NA
"883","JFK INTERNATIONAL AIRPORT, NY US","6/2/2015",0.34,0,0,56,51,1,NA
"884","JFK INTERNATIONAL AIRPORT, NY US","6/3/2015",0,0,0,68,53,NA,NA
"885","JFK INTERNATIONAL AIRPORT, NY US","6/4/2015",0,0,0,67,55,NA,NA
"886","JFK INTERNATIONAL AIRPORT, NY US","6/5/2015",0,0,0,69,57,NA,NA
"887","JFK INTERNATIONAL AIRPORT, NY US","6/6/2015",0.2,0,0,79,59,1,NA
"888","JFK INTERNATIONAL AIRPORT, NY US","6/7/2015",0,0,0,71,56,NA,NA
"889","JFK INTERNATIONAL AIRPORT, NY US","6/8/2015",0.02,0,0,73,61,NA,NA
"890","JFK INTERNATIONAL AIRPORT, NY US","6/9/2015",0,0,0,85,64,1,NA
"891","JFK INTERNATIONAL AIRPORT, NY US","6/10/2015",0,0,0,79,65,NA,NA
"892","JFK INTERNATIONAL AIRPORT, NY US","6/11/2015",0,0,0,87,66,NA,NA
"893","JFK INTERNATIONAL AIRPORT, NY US","6/12/2015",0,0,0,85,71,NA,NA
"894","JFK INTERNATIONAL AIRPORT, NY US","6/13/2015",0,0,0,88,67,NA,NA
"895","JFK INTERNATIONAL AIRPORT, NY US","6/14/2015",0.31,0,0,86,66,NA,NA
"896","JFK INTERNATIONAL AIRPORT, NY US","6/15/2015",1.09,0,0,81,66,1,1
"897","JFK INTERNATIONAL AIRPORT, NY US","6/16/2015",0.08,0,0,79,66,1,NA
"898","JFK INTERNATIONAL AIRPORT, NY US","6/17/2015",0,0,0,81,66,NA,NA
"899","JFK INTERNATIONAL AIRPORT, NY US","6/18/2015",0,0,0,71,65,NA,NA
"900","JFK INTERNATIONAL AIRPORT, NY US","6/19/2015",0,0,0,89,67,NA,NA
"901","JFK INTERNATIONAL AIRPORT, NY US","6/20/2015",0.32,0,0,75,67,1,NA
"902","JFK INTERNATIONAL AIRPORT, NY US","6/21/2015",0.51,0,0,90,71,1,NA
"903","JFK INTERNATIONAL AIRPORT, NY US","6/22/2015",0,0,0,89,74,NA,NA
"904","JFK INTERNATIONAL AIRPORT, NY US","6/23/2015",0.02,0,0,89,72,NA,1
"905","JFK INTERNATIONAL AIRPORT, NY US","6/24/2015",0,0,0,86,69,NA,NA
"906","JFK INTERNATIONAL AIRPORT, NY US","6/25/2015",0,0,0,82,67,NA,NA
"907","JFK INTERNATIONAL AIRPORT, NY US","6/26/2015",0,0,0,81,69,NA,NA
"908","JFK INTERNATIONAL AIRPORT, NY US","6/27/2015",1.02,0,0,71,62,1,NA
"909","JFK INTERNATIONAL AIRPORT, NY US","6/28/2015",0.3,0,0,76,64,1,NA
"910","JFK INTERNATIONAL AIRPORT, NY US","6/29/2015",0,0,0,79,64,NA,NA
"911","JFK INTERNATIONAL AIRPORT, NY US","6/30/2015",0,0,0,81,66,NA,NA
"912","JFK INTERNATIONAL AIRPORT, NY US","7/1/2015",0.26,0,0,85,71,1,1
"913","JFK INTERNATIONAL AIRPORT, NY US","7/2/2015",0.03,0,0,80,69,NA,NA
"914","JFK INTERNATIONAL AIRPORT, NY US","7/3/2015",0,0,0,82,65,NA,NA
"915","JFK INTERNATIONAL AIRPORT, NY US","7/4/2015",0.01,0,0,80,67,NA,NA
"916","JFK INTERNATIONAL AIRPORT, NY US","7/5/2015",0,0,0,81,67,NA,NA
"917","JFK INTERNATIONAL AIRPORT, NY US","7/6/2015",0,0,0,83,69,NA,NA
"918","JFK INTERNATIONAL AIRPORT, NY US","7/7/2015",0,0,0,84,74,1,NA
"919","JFK INTERNATIONAL AIRPORT, NY US","7/8/2015",0.53,0,0,89,74,NA,NA
"920","JFK INTERNATIONAL AIRPORT, NY US","7/9/2015",0.32,0,0,77,72,1,1
"921","JFK INTERNATIONAL AIRPORT, NY US","7/10/2015",0,0,0,86,73,NA,NA
"922","JFK INTERNATIONAL AIRPORT, NY US","7/11/2015",0,0,0,86,70,NA,NA
"923","JFK INTERNATIONAL AIRPORT, NY US","7/12/2015",0,0,0,86,71,NA,NA
"924","JFK INTERNATIONAL AIRPORT, NY US","7/13/2015",0,0,0,84,72,NA,NA
"925","JFK INTERNATIONAL AIRPORT, NY US","7/14/2015",0.13,0,0,80,73,1,NA
"926","JFK INTERNATIONAL AIRPORT, NY US","7/15/2015",0.04,0,0,82,73,1,1
"927","JFK INTERNATIONAL AIRPORT, NY US","7/16/2015",0,0,0,79,66,NA,NA
"928","JFK INTERNATIONAL AIRPORT, NY US","7/17/2015",0,0,0,80,67,NA,NA
"929","JFK INTERNATIONAL AIRPORT, NY US","7/18/2015",0.02,0,0,83,73,NA,1
"930","JFK INTERNATIONAL AIRPORT, NY US","7/19/2015",0,0,0,89,75,1,NA
"931","JFK INTERNATIONAL AIRPORT, NY US","7/20/2015",0,0,0,95,79,NA,NA
"932","JFK INTERNATIONAL AIRPORT, NY US","7/21/2015",0,0,0,89,76,NA,NA
"933","JFK INTERNATIONAL AIRPORT, NY US","7/22/2015",0,0,0,89,72,NA,NA
"934","JFK INTERNATIONAL AIRPORT, NY US","7/23/2015",0,0,0,88,70,NA,NA
"935","JFK INTERNATIONAL AIRPORT, NY US","7/24/2015",0,0,0,87,68,NA,NA
"936","JFK INTERNATIONAL AIRPORT, NY US","7/25/2015",0,0,0,84,70,NA,NA
"937","JFK INTERNATIONAL AIRPORT, NY US","7/26/2015",0,0,0,87,71,NA,NA
"938","JFK INTERNATIONAL AIRPORT, NY US","7/27/2015",0,0,0,85,75,NA,NA
"939","JFK INTERNATIONAL AIRPORT, NY US","7/28/2015",0,0,0,89,73,NA,NA
"940","JFK INTERNATIONAL AIRPORT, NY US","7/29/2015",0,0,0,95,74,1,NA
"941","JFK INTERNATIONAL AIRPORT, NY US","7/30/2015",0.97,0,0,85,76,1,1
"942","JFK INTERNATIONAL AIRPORT, NY US","7/31/2015",0,0,0,93,73,NA,NA
"943","JFK INTERNATIONAL AIRPORT, NY US","8/1/2015",0,0,0,91,74,NA,NA
"944","JFK INTERNATIONAL AIRPORT, NY US","8/2/2015",0,0,0,87,70,NA,NA
"945","JFK INTERNATIONAL AIRPORT, NY US","8/3/2015",0,0,0,89,71,NA,NA
"946","JFK INTERNATIONAL AIRPORT, NY US","8/4/2015",0.01,0,0,92,70,NA,1
"947","JFK INTERNATIONAL AIRPORT, NY US","8/5/2015",0,0,0,91,71,NA,NA
"948","JFK INTERNATIONAL AIRPORT, NY US","8/6/2015",0,0,0,86,69,NA,NA
"949","JFK INTERNATIONAL AIRPORT, NY US","8/7/2015",0,0,0,86,69,NA,NA
"950","JFK INTERNATIONAL AIRPORT, NY US","8/8/2015",0,0,0,83,67,NA,NA
"951","JFK INTERNATIONAL AIRPORT, NY US","8/9/2015",0,0,0,87,66,NA,NA
