"","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT03"
"242","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","8/30/2015",0,0,0,77,62,1,NA
"243","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","8/31/2015",0,0,0,85,60,1,NA
"244","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/1/2015",0,0,0,88,68,1,NA
"245","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/2/2015",0,0,0,90,72,1,NA
"246","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/3/2015",0,0,0,91,71,NA,NA
"247","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/4/2015",0,0,0,85,68,NA,NA
"248","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/5/2015",0,0,0,87,69,1,NA
"249","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/6/2015",0,0,0,92,70,NA,NA
"250","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/7/2015",0,0,0,88,76,NA,NA
"251","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/8/2015",1.04,0,0,81,68,1,1
"252","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/9/2015",0,0,0,77,58,NA,NA
"253","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/10/2015",0.21,0,0,74,54,1,1
"254","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/11/2015",0.17,0,0,67,54,1,NA
"255","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/12/2015",0,0,0,65,50,NA,NA
"256","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/13/2015",0,0,0,70,48,NA,NA
"257","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/14/2015",0,0,0,82,52,NA,NA
"258","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/15/2015",0,0,0,82,62,NA,NA
"259","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/16/2015",0,0,0,83,56,NA,NA
"260","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/17/2015",0.36,0,0,85,61,1,1
"261","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/18/2015",2.41,0,0,74,65,1,1
"262","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/19/2015",0.05,0,0,71,53,1,1
"263","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/20/2015",0,0,0,73,50,NA,NA
"264","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/21/2015",0,0,0,74,52,NA,NA
"265","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/22/2015",0,0,0,80,53,1,NA
"266","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/23/2015",0,0,0,80,57,1,NA
"267","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/24/2015",0,0,0,76,56,1,NA
"268","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/25/2015",0,0,0,73,60,1,NA
"269","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/26/2015",0,0,0,75,60,NA,NA
"270","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/27/2015",0,0,0,74,61,1,NA
"271","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/28/2015",0,0,0,77,64,NA,NA
"272","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/29/2015",0.4,0,0,68,55,1,NA
"273","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","9/30/2015",0,0,0,61,52,NA,NA
"274","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/1/2015",0,0,0,59,52,NA,NA
"275","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/2/2015",0,0,0,60,51,NA,NA
"276","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/3/2015",0.01,0,0,54,48,1,NA
"277","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/4/2015",0,0,0,57,50,NA,NA
"278","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/5/2015",0,0,0,60,55,1,NA
"279","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/6/2015",0,0,0,71,55,1,NA
"280","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/7/2015",0,0,0,71,54,1,NA
"281","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/8/2015",0.05,0,0,77,50,NA,NA
"282","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/9/2015",0,0,0,64,47,NA,NA
"283","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/10/2015",0,0,0,65,42,NA,NA
"284","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/11/2015",0,0,0,79,51,NA,NA
"285","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/12/2015",0,0,0,75,53,NA,NA
"286","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/13/2015",0,0,0,63,47,NA,NA
"287","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/14/2015",0,0,0,63,42,NA,NA
"288","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/15/2015",0,0,0,69,46,NA,NA
"289","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/16/2015",0,0,0,55,37,NA,NA
"290","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/17/2015",0,0,0,53,33,NA,NA
"291","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/18/2015",0,0,0,60,33,NA,NA
"292","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/19/2015",0,0,0,73,47,NA,NA
"293","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/20/2015",0.11,0,0,74,57,NA,NA
"294","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/21/2015",0.01,0,0,75,52,NA,NA
"295","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/22/2015",0,0,0,62,51,NA,NA
"296","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/23/2015",0.16,0,0,64,52,1,NA
"297","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/24/2015",0.3,0,0,66,46,1,NA
"298","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/25/2015",0,0,0,62,41,NA,NA
"299","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/26/2015",0,0,0,61,37,1,NA
"300","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/27/2015",0.49,0,0,56,50,1,NA
"301","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/28/2015",0.33,0,0,56,37,1,NA
"302","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/29/2015",0,0,0,47,36,NA,NA
"303","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/30/2015",0,0,0,56,36,NA,NA
"304","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","10/31/2015",0.77,0,0,52,45,1,NA
"305","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/1/2015",0,0,0,63,44,NA,NA
"306","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/2/2015",0,0,0,72,47,NA,NA
"307","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/3/2015",0,0,0,70,44,1,NA
"308","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/4/2015",0,0,0,71,48,1,NA
"309","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/5/2015",0,0,0,70,59,1,NA
"310","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/6/2015",0.16,0,0,65,41,1,NA
"311","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/7/2015",0,0,0,53,35,NA,NA
"312","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/8/2015",0,0,0,52,28,NA,NA
"313","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/9/2015",0,0,0,56,29,1,NA
"314","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/10/2015",0,0,0,56,32,1,NA
"315","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/11/2015",0.42,0,0,63,36,1,1
"316","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/12/2015",0,0,0,56,42,1,NA
"317","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/13/2015",0,0,0,47,32,NA,NA
"318","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/14/2015",0,0,0,57,25,NA,NA
"319","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/15/2015",0,0,0,64,44,NA,NA
"320","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/16/2015",0.12,0,0,57,43,1,NA
"321","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/17/2015",0.63,0,0,61,47,1,NA
"322","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/18/2015",0.2,0,0,62,47,1,NA
"323","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/19/2015",0,0,0,47,35,NA,NA
"324","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/20/2015",0.28,4.2,0,40,31,1,NA
"325","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/21/2015",1.16,7,5.1,33,18,1,NA
"326","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/22/2015",0,0,7.1,27,7,NA,NA
"327","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/23/2015",0,0,7.1,37,25,NA,NA
"328","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/24/2015",0,0,5.1,41,21,1,NA
"329","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/25/2015",0,0,3.9,52,29,1,NA
"330","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/26/2015",0.42,0,0,60,48,1,NA
"331","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/27/2015",0.84,0,0,56,34,1,NA
"332","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/28/2015",0,0,0,38,30,NA,NA
"333","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/29/2015",0,0,0,41,25,NA,NA
"334","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","11/30/2015",0.26,0,0,44,38,1,NA
"335","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/1/2015",0.18,0,0,43,37,1,1
"336","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/2/2015",0.21,1.3,0,38,31,1,NA
"337","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/3/2015",0,0,0,35,30,1,NA
"338","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/4/2015",0,0,0,47,32,1,NA
"339","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/5/2015",0,0,0,46,29,1,NA
"340","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/6/2015",0,0,0,47,27,1,NA
"341","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/7/2015",0,0,0,39,27,1,NA
"342","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/8/2015",0,0,0,47,38,1,NA
"343","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/9/2015",0,0,0,52,40,1,NA
"344","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/10/2015",0,0,0,57,41,NA,NA
"345","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/11/2015",0,0,0,51,41,NA,NA
"346","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/12/2015",0,0,0,57,47,1,NA
"347","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/13/2015",0.85,0,0,61,48,1,NA
"348","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/14/2015",0.39,0,0,61,42,1,NA
"349","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/15/2015",0,0,0,43,39,NA,NA
"350","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/16/2015",0.12,0,0,53,35,1,NA
"351","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/17/2015",0,0,0,35,28,NA,NA
"352","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/18/2015",0,0.2,0,32,24,NA,NA
"353","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/19/2015",0,0,0,30,15,NA,NA
"354","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/20/2015",0.03,0,0,50,23,NA,NA
"355","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/21/2015",0.67,0,0,52,41,1,NA
"356","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/22/2015",0.02,0,0,41,35,1,NA
"357","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/23/2015",0.49,0,0,59,40,1,1
"358","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/24/2015",0,0,0,42,34,NA,NA
"359","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/25/2015",0,0,0,44,32,NA,NA
"360","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/26/2015",0.21,0,0,42,37,1,NA
"361","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/27/2015",0.14,0,0,40,35,1,NA
"362","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/28/2015",1.47,1.9,0,39,31,1,NA
"363","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/29/2015",0,0,1.2,39,29,1,NA
"364","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/30/2015",0.09,1.1,1.2,29,27,1,NA
"365","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","12/31/2015",0,0,1,28,22,NA,NA
"366","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/1/2015",0.07,0,0,58,32,NA,NA
"367","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/2/2015",0.95,0,0,49,43,1,NA
"368","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/3/2015",0.16,0,0,62,48,1,NA
"369","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/4/2015",1.64,0,0,66,44,1,1
"370","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/5/2015",0,0,0,48,34,NA,NA
"371","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/6/2015",0,0,0,54,30,NA,NA
"372","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/7/2015",0,0,0,41,16,NA,NA
"373","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/8/2015",0,0,0,33,11,NA,NA
"374","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/9/2015",0,0,0,41,22,NA,NA
"375","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/10/2015",0,0,0,47,21,NA,NA
"376","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/11/2015",0.08,0,0,45,29,1,NA
"377","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/12/2015",0.02,0,0,48,38,1,NA
"378","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/13/2015",0.07,0,0,49,41,1,NA
"379","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/14/2015",0,0,0,44,36,1,NA
"380","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/15/2015",0.23,0,0,39,33,1,NA
"381","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/16/2015",0,0,0,53,32,1,NA
"382","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/17/2015",0,0,0,60,30,NA,NA
"383","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/18/2015",0,0,0,60,39,NA,NA
"384","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/19/2015",0,0,0,66,36,NA,NA
"385","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/20/2015",0,0,0,67,45,NA,NA
"386","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/21/2015",0,0,0,64,42,NA,NA
"387","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/22/2015",0.06,0,0,56,40,NA,NA
"388","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/23/2015",1.03,0,0,46,41,1,NA
"389","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/24/2015",0.01,0,0,49,37,1,NA
"390","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/25/2015",0.03,0,0,60,31,NA,NA
"391","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/26/2015",0.01,0,0,46,33,1,NA
"392","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/27/2015",0,0,0,50,31,NA,NA
"393","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/28/2015",0,0,0,55,32,NA,NA
"394","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/29/2015",0,0,0,60,36,NA,NA
"395","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/30/2015",0,0,0,56,35,NA,NA
"396","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","1/31/2015",0,0,0,56,29,NA,NA
"397","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/1/2015",0.61,0,0,57,40,1,NA
"398","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/2/2015",0.32,0,0,57,28,1,NA
"399","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/3/2015",0,0,0,51,25,NA,NA
"400","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/4/2015",0,0,0,50,35,NA,NA
"401","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/5/2015",0,0,0,51,31,NA,NA
"402","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/6/2015",0,0,0,53,26,NA,NA
"403","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/7/2015",0,0,0,64,33,NA,NA
"404","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/8/2015",0,0,0,68,40,1,NA
"405","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/9/2015",0.34,0,0,64,44,1,1
"406","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/10/2015",0,0,0,54,38,NA,NA
"407","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/11/2015",0,0,0,64,32,NA,NA
"408","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/12/2015",0,0,0,50,28,NA,NA
"409","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/13/2015",0,0,0,45,25,NA,NA
"410","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/14/2015",0,0,0,60,29,NA,NA
"411","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/15/2015",0,0,0,48,22,NA,NA
"412","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/16/2015",1.23,0,0,41,33,1,NA
"413","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/17/2015",0.02,0,0,38,28,1,NA
"414","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/18/2015",0,0,0,39,22,NA,NA
"415","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/19/2015",0,0,0,28,15,NA,NA
"416","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/20/2015",0,0,0,35,16,NA,NA
"417","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/21/2015",0.11,0,0,56,34,1,NA
"418","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/22/2015",0.4,0,0,56,44,1,NA
"419","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/23/2015",0.32,0,0,49,36,1,NA
"420","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/24/2015",0.11,0,0,37,32,1,NA
"421","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/25/2015",0.69,0,0,38,32,1,NA
"422","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/26/2015",0,0,0,43,33,1,NA
"423","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/27/2015",0,0,0,48,29,NA,NA
"424","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2/28/2015",0,0,0,56,31,NA,NA
"425","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/1/2015",0.13,0,0,46,36,1,NA
"426","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/2/2015",0.05,0,0,63,45,1,NA
"427","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/3/2015",0.3,0,0,54,50,1,NA
"428","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/4/2015",0.01,0,0,78,50,1,NA
"429","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/5/2015",0.16,0,0,67,29,1,NA
"430","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/6/2015",0,0,0,50,27,1,NA
"431","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/7/2015",0,0,0,63,30,NA,NA
"432","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/8/2015",0,0,0,71,37,NA,NA
"433","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/9/2015",0,0,0,66,54,NA,NA
"434","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/10/2015",0,0,0,79,57,NA,NA
"435","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/11/2015",0.03,0,0,72,58,1,NA
"436","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/12/2015",0.06,0,0,68,58,1,NA
"437","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/13/2015",0.15,0,0,58,46,1,NA
"438","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/14/2015",0.06,0,0,70,47,1,NA
"439","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/15/2015",0,0,0,77,56,NA,NA
"440","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/16/2015",0,0,0,83,48,NA,NA
"441","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/17/2015",0,0,0,80,59,NA,NA
"442","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/18/2015",0,0,0,73,56,NA,NA
"443","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/19/2015",0.45,0,0,65,48,1,NA
"444","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/20/2015",0.01,0,0,69,48,1,NA
"445","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/21/2015",0.01,0,0,72,54,NA,NA
"446","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/22/2015",1,0,0,58,54,1,NA
"447","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/23/2015",0,0,0,68,53,NA,NA
"448","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/24/2015",0,0,0,72,48,NA,NA
"449","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/25/2015",0.01,0,0,73,58,1,NA
"450","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/26/2015",0,0,0,74,62,NA,NA
"451","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/27/2015",0.03,0,0,64,43,NA,NA
"452","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/28/2015",0,0,0,53,36,NA,NA
"453","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/29/2015",0,0,0,62,31,NA,NA
"454","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/30/2015",0.48,0,0,71,50,1,NA
"455","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","3/31/2015",0.04,0,0,76,47,1,1
"456","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/1/2015",0.61,0,0,79,56,1,1
"457","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/2/2015",0.07,0,0,76,59,1,1
"458","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/3/2015",0,0,0,83,57,1,1
"459","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/4/2015",0.34,0,0,72,52,1,1
"460","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/5/2015",0,0,0,68,45,NA,NA
"461","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/6/2015",0.61,0,0,71,54,1,NA
"462","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/7/2015",0,0,0,81,63,1,NA
"463","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/8/2015",0,0,0,87,63,NA,NA
"464","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/9/2015",0,0,0,85,65,NA,NA
"465","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/10/2015",1.52,0,0,77,65,1,1
"466","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/11/2015",0,0,0,78,55,NA,NA
"467","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/12/2015",0.02,0,0,70,56,1,NA
"468","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/13/2015",0.19,0,0,75,64,1,NA
"469","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/14/2015",0.36,0,0,81,66,1,1
"470","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/15/2015",0.5,0,0,77,56,1,NA
"471","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/16/2015",0.28,0,0,58,53,1,NA
