STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/20/2015,6.04,,,,0,,0,0,77,87,68,,150,150,,,21,28,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/21/2015,13.87,,,,0,,0,0,75,80,58,,300,300,,,23,30,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/22/2015,6.71,,,,0,,0,0,64,78,51,,330,350,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/23/2015,6.71,,,,0,,0,0,71,81,60,,90,130,,,16.1,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/24/2015,9.17,,,,0,,0,0,73,83,62,,110,130,,,15,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/25/2015,7.38,,,,0.55,,0,0,74,81,66,,160,160,,,19.9,25.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/26/2015,7.61,,,,1.08,,0,0,73,84,66,,280,280,,,23.9,33.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/27/2015,2.46,,,,0.44,,0,0,72,83,66,,310,310,,,35.1,38.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/28/2015,4.92,,,,0.59,,0,0,72,81,67,,80,180,,,14.1,19.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/29/2015,5.14,,,,0,,0,0,74,84,67,,90,160,,,14.1,21,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/30/2015,4.92,,,,0,,0,0,76,85,67,,150,260,,,13,25.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",5/31/2015,6.04,,,,0.19,,0,0,76,84,68,,200,190,,,19.9,25.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/1/2015,4.7,,,,0.03,,0,0,72,80,68,,170,160,,,13,15,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/2/2015,4.7,,,,0.12,,0,0,74,84,65,,340,340,,,21,23.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/3/2015,7.61,,,,0.06,,0,0,72,80,66,,100,60,,,15,31.1,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/4/2015,6.93,,,,0,,0,0,70,79,64,,80,50,,,15,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/5/2015,5.14,,,,0,,0,0,75,86,66,,320,340,,,14.1,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/6/2015,4.92,,,,0,,0,0,79,89,69,,310,300,,,14.1,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/7/2015,4.92,,,,0,,0,0,81,89,72,,160,160,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/8/2015,7.61,,,,0,,0,0,80,88,72,,200,320,,,15,23.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/9/2015,6.71,,,,1.12,,0,0,78,88,69,,270,270,,,31.1,42.9,,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/10/2015,4.7,,,,1.04,,0,0,74,85,67,,110,110,,,17,21.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/11/2015,3.8,,,,0.91,,0,0,77,86,71,,80,80,,,21.9,25.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/12/2015,7.16,,,,0.09,,0,0,76,85,69,,290,290,,,21.9,28,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/13/2015,4.25,,,,0,,0,0,77,89,69,,170,280,,,10.1,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/14/2015,3.8,,,,0,,0,0,82,92,72,,220,240,,,13,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/15/2015,3.13,,,,0,,0,0,85,94,75,,260,260,,,10.1,14.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/16/2015,5.14,,,,0,0,0,0,85,94,75,0,290,210,,,12.1,15,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/17/2015,5.82,,,,0,,0,0,86,94,77,,240,250,,,14.1,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/18/2015,4.7,,,,0.2,,0,0,84,95,73,,260,270,,,32,45,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/19/2015,6.49,,,,0,,0,0,80,91,73,,220,220,,,14.1,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/20/2015,8.95,,,,0.34,,0,0,81,89,75,,240,270,,,30,40,,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/21/2015,7.61,,,,0,,0,0,81,93,72,,210,220,,,15,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/22/2015,8.05,,,,0,,0,0,84,94,75,,320,320,,,15,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/23/2015,7.61,,,,0,,0,0,86,94,77,,290,290,,,15,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/24/2015,6.93,,,,1.56,,0,0,83,93,72,,340,330,,,36.9,45,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/25/2015,6.26,,,,0,,0,0,80,93,70,,210,360,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/26/2015,6.04,,,,0,,0,0,83,90,74,,180,,,,17,,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/27/2015,6.93,,,,1.37,,0,0,77,85,72,,300,300,,,23,28,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/28/2015,7.16,,,,0,,0,0,75,83,66,,300,320,,,15,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/29/2015,5.37,,,,0,,0,0,76,86,65,,250,270,,,13,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",6/30/2015,8.28,,,,0.07,,0,0,78,86,72,,310,320,,,25.1,31.1,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/1/2015,7.38,,,,0.61,,0,0,76,85,69,,290,290,,,18.1,28,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/2/2015,9.17,,,,0.15,,0,0,75,87,68,,270,270,,,19.9,25.1,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/3/2015,8.28,,,,0.42,,0,0,77,79,70,,290,300,,,23.9,31.1,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/4/2015,7.38,,,,1.54,,0,0,75,85,68,,240,240,,,16.1,23,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/5/2015,7.61,,,,0,,0,0,76,84,69,,250,260,,,13,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/6/2015,4.7,,,,0.05,,0,0,76,84,71,,280,270,,,14.1,19.9,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/7/2015,5.82,,,,0,,0,0,79,90,71,,240,260,,,13,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/8/2015,5.82,,,,0,,0,0,82,90,74,,290,320,,,12.1,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/9/2015,5.82,,,,0,,0,0,82,91,73,,270,330,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/10/2015,6.71,,,,0,,0,0,83,93,74,,200,190,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/11/2015,7.61,,,,0,,0,0,82,92,73,,10,360,,,18.1,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/12/2015,6.93,,,,0,,0,0,82,93,72,,290,300,,,25.9,35.1,,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/13/2015,5.37,,,,0.01,,0,0,81,92,71,,20,30,,,16.1,21,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/14/2015,9.17,,,,0.92,,0,0,83,90,69,,10,10,,,36.9,47,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/15/2015,8.05,,,,0.08,,0,0,78,89,69,,340,350,,,25.9,33.1,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/16/2015,5.37,,,,0,,0,0,81,88,73,,40,70,,,10.1,14.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/17/2015,4.25,,,,0,,0,0,84,93,76,,290,150,,,12.1,23.9,,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/18/2015,4.25,,,,0.02,,0,0,84,92,76,,60,70,,,23.9,31.1,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/19/2015,5.82,,,,0,,0,0,81,91,74,,320,320,,,25.1,30,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/20/2015,5.59,,,,0,,0,0,83,93,74,,10,330,,,13,21.9,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/21/2015,8.05,,,,0.09,,0,0,85,93,75,,300,290,,,25.1,30,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/22/2015,4.92,,,,0.71,,0,0,81,92,71,,320,330,,,36,49,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/23/2015,6.71,,,,0.27,,0,0,77,88,73,,320,320,,,28,36.9,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/24/2015,9.17,,,,0,,0,0,80,91,74,,360,10,,,15,32,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/25/2015,5.82,,,,0,,0,0,82,90,75,,180,180,,,12.1,15,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/26/2015,2.24,,,,0,,0,0,82,91,74,,150,170,,,8.1,10.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/27/2015,3.8,,,,0,,0,0,84,92,76,,60,60,,,17,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/28/2015,4.92,,,,0,,0,0,84,94,76,,320,310,,,18.1,23,,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/29/2015,5.59,,,,0.03,,0,0,83,93,75,,310,310,,,23,28,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/30/2015,5.37,,,,0.01,,0,0,83,94,76,,320,300,,,15,19.9,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",7/31/2015,7.83,,,,0.1,,0,0,82,93,72,,90,70,,,17,36.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/1/2015,7.16,,,,0,,0,0,80,89,73,,60,40,,,21,25.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/2/2015,5.82,,,,0,,0,0,83,94,70,,70,20,,,15,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/3/2015,3.8,,,,0,,0,0,83,94,73,,170,170,,,18.1,25.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/4/2015,4.03,,,,0,,0,0,85,97,74,,290,280,,,12.1,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/5/2015,6.71,,,,0,,0,0,84,95,74,,170,170,,,21,28,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/6/2015,7.61,,,,0.12,,0,0,80,88,73,,290,290,,,21.9,29.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/7/2015,9.62,,,,0,,0,0,79,88,73,,320,330,,,23,28,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/8/2015,4.03,,,,0,,0,0,80,92,70,,90,90,,,12.1,13,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/9/2015,4.92,,,,0,,0,0,83,93,73,,230,160,,,10.1,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/10/2015,6.26,,,,0.05,,0,0,83,94,75,,20,10,,,21.9,28,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/11/2015,8.05,,,,0.01,,0,0,79,91,72,,350,260,,,16.1,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/12/2015,9.17,,,,0,,0,0,80,90,71,,350,340,,,17,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/13/2015,6.93,,,,0,,0,0,79,89,71,,60,190,,,17,21.9,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/14/2015,7.16,,,,0,,0,0,80,90,72,,100,90,,,17,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/15/2015,5.82,,,,0,,0,0,80,90,71,,130,120,,,14.1,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/16/2015,6.49,,,,0,,0,0,81,90,71,,90,90,,,17,25.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/17/2015,6.93,,,,1.26,,0,0,79,89,71,,220,220,,,33.1,42.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/18/2015,6.26,,,,0.72,,0,0,76,88,72,,340,340,,,23,28,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/19/2015,5.82,,,,1.25,,0,0,77,89,73,,290,290,,,21.9,25.1,1,1,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/20/2015,5.82,,,,0.27,,0,0,78,88,73,,310,310,,,17,21.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/21/2015,5.59,,,,0,,0,0,79,89,73,,340,350,,,12.1,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/22/2015,2.68,,,,0,,0,0,82,92,74,,290,290,,,8.9,10.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/23/2015,6.04,,,,1.42,,0,0,79,87,70,,80,80,,,18.1,21,1,1,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/24/2015,8.72,,,,0,,0,0,80,89,72,,340,350,,,15,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/25/2015,10.51,,,,0,,0,0,76,84,64,,320,320,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/26/2015,8.72,,,,0,,0,0,72,86,60,,350,350,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/27/2015,9.4,,,,0,,0,0,75,85,67,,80,60,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/28/2015,8.95,,,,0,,0,0,75,83,70,,90,80,,,17,21.9,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/29/2015,6.93,,,,0,,0,0,76,81,72,,80,110,,,15,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/30/2015,10.07,,,,0.64,,0,0,72,74,67,,50,40,,,21,23.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",8/31/2015,4.92,,,,0.03,,0,0,72,84,67,,70,60,,,13,15,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/1/2015,1.79,,,,0,,0,0,78,87,69,,80,40,,,6.9,10.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/2/2015,2.01,,,,0,,0,0,81,90,73,,330,360,,,8.1,12.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/3/2015,4.92,,,,0.41,,0,0,79,89,72,,50,40,,,12.1,15,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/4/2015,3.36,,,,0,,0,0,78,92,70,,340,340,,,21.9,23.9,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/5/2015,8.95,,,,0,,0,0,79,87,71,,100,100,,,19.9,25.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/6/2015,8.95,,,,0,,0,0,77,85,71,,80,80,,,17,21,,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/7/2015,8.05,,,,0.22,,0,0,76,85,70,,90,80,,,19.9,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/8/2015,7.38,,,,0.15,,0,0,76,84,71,,130,120,,,15,19.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/9/2015,5.82,,,,0.22,,0,0,78,87,70,,280,240,,,21,25.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/10/2015,6.49,,,,0.42,,0,0,75,85,69,,360,360,,,25.1,30,1,,1,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/11/2015,6.93,,,,0,,0,0,75,86,68,,240,240,,,13,18.1,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/12/2015,7.83,,,,0,,0,0,72,78,59,,240,220,,,23.9,25.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/13/2015,9.4,,,,0,,0,0,64,75,53,,350,350,,,18.1,23.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/14/2015,5.82,,,,0,,0,0,66,77,54,,90,140,,,13,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/15/2015,7.61,,,,0,,0,0,68,80,59,,90,100,,,15,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/16/2015,8.5,,,,0,,0,0,70,79,62,,90,80,,,16.1,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/17/2015,7.61,,,,0,,0,0,72,83,62,,80,40,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/18/2015,8.5,,,,0,,0,0,74,83,65,,50,50,,,17,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/19/2015,4.25,,,,0,,0,0,76,87,62,,320,310,,,12.1,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/20/2015,4.92,,,,0,,0,0,77,89,65,,310,330,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/21/2015,8.05,,,,0,,0,0,73,77,67,,360,20,,,15,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/22/2015,9.17,,,,0.01,,0,0,71,76,67,,80,80,,,15,18.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/23/2015,10.96,,,,0,,0,0,72,81,64,,70,50,,,18.1,23.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/24/2015,11.86,,,,0.72,,0,0,71,74,59,,80,50,,,21.9,25.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/25/2015,9.17,,,,0.28,,0,0,63,67,62,,60,50,,,15,18.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/26/2015,9.62,,,,0.73,,0,0,67,71,66,,80,90,,,18.1,23,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/27/2015,11.63,,,,0.01,,0,0,68,71,65,,80,70,,,19.9,23,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/28/2015,8.72,,,,0.04,,0,0,70,75,67,,100,80,,,15,19.9,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/29/2015,4.7,,,,0.72,,0,0,73,77,70,,90,50,,,8.9,13,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",9/30/2015,7.16,,,,0,,0,0,75,85,68,,340,340,,,16.1,21,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/1/2015,9.17,,,,0.21,,0,0,69,71,66,,30,30,,,13,17,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/2/2015,12.75,,,,0.03,,0,0,64,66,60,,70,60,,,19.9,23.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/3/2015,9.84,,,,0.5,,0,0,61,66,57,,30,60,,,18.1,23.9,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/4/2015,12.3,,,,0.15,,0,0,65,70,62,,40,30,,,19.9,25.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/5/2015,10.96,,,,0.01,,0,0,67,73,64,,50,70,,,19.9,23.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/6/2015,5.82,,,,0,,0,0,67,76,59,,70,60,,,16.1,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/7/2015,1.34,,,,0,,0,0,70,81,60,,180,110,,,8.1,10.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/8/2015,2.68,,,,0,,0,0,70,82,60,,170,170,,,8.9,12.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/9/2015,2.91,,,,0,,0,0,71,81,63,,300,290,,,12.1,15,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/10/2015,10.51,,,,0.76,,0,0,68,71,63,,360,350,,,19.9,23.9,1,1,1,,,,,
